symbol,timestamp,open,high,low,close,volume,trade_count
600519.XSHG,2024-11-15 14:03:00,1518.14,1519.92,1517.72,1519.92,17397.0,26422709.0
600519.XSHG,2024-11-15 14:04:00,1519.97,1522.67,1519.97,1521.67,23817.0,36236790.0
600519.XSHG,2024-11-15 14:05:00,1521.71,1521.71,1519.01,1519.88,11184.0,17003496.0
600519.XSHG,2024-11-15 14:06:00,1519.98,1520.63,1519.11,1519.11,6524.0,9916232.0
600519.XSHG,2024-11-15 14:07:00,1519.98,1519.98,1518.98,1519.08,6317.0,9596023.0
600519.XSHG,2024-11-15 14:08:00,1519.98,1520.58,1519.36,1519.98,9941.0,15111550.0
600519.XSHG,2024-11-15 14:09:00,1520.4,1520.4,1518.05,1519.05,7456.0,11328108.0
600519.XSHG,2024-11-15 14:10:00,1519.01,1519.01,1517.63,1517.67,14498.0,22012018.0
600519.XSHG,2024-11-15 14:11:00,1517.68,1519.64,1517.68,1518.36,12012.0,18243110.0
600519.XSHG,2024-11-15 14:12:00,1519.1,1519.23,1517.69,1519.21,9734.0,14781242.0
600519.XSHG,2024-11-15 14:13:00,1517.71,1519.21,1517.71,1518.41,7870.0,11952517.0
600519.XSHG,2024-11-15 14:14:00,1518.41,1519.64,1517.75,1517.82,17190.0,26104855.0
600519.XSHG,2024-11-15 14:15:00,1517.76,1519.01,1517.57,1519.01,13358.0,20285502.0
600519.XSHG,2024-11-15 14:16:00,1519.01,1519.59,1517.64,1518.61,5903.0,8963673.0
600519.XSHG,2024-11-15 14:17:00,1518.51,1519.59,1518.51,1518.73,9527.0,14470646.0
600519.XSHG,2024-11-15 14:18:00,1518.73,1519.01,1517.23,1517.23,7249.0,11005881.0
600519.XSHG,2024-11-15 14:19:00,1517.38,1517.94,1516.96,1517.08,10977.0,16653443.0
600519.XSHG,2024-11-15 14:20:00,1517.08,1518.92,1517.08,1517.26,12323.0,18701314.0
600519.XSHG,2024-11-15 14:21:00,1517.23,1518.59,1516.5,1517.22,5695.0,8640456.0
600519.XSHG,2024-11-15 14:22:00,1517.23,1518.05,1516.5,1517.1,8595.0,13041140.0
600519.XSHG,2024-11-15 14:23:00,1516.56,1519.01,1516.56,1518.59,14083.0,21379596.0
600519.XSHG,2024-11-15 14:24:00,1518.49,1518.49,1516.49,1516.78,10873.0,16494856.0
600519.XSHG,2024-11-15 14:25:00,1516.54,1517.32,1516.17,1516.6,10045.0,15233681.0
600519.XSHG,2024-11-15 14:26:00,1516.17,1516.52,1515.19,1515.6,20193.0,30614064.0
600519.XSHG,2024-11-15 14:27:00,1515.75,1517.08,1515.75,1516.79,13151.0,19944476.0
600519.XSHG,2024-11-15 14:28:00,1516.52,1516.6,1515.75,1515.93,8699.0,13189159.0
600519.XSHG,2024-11-15 14:29:00,1515.92,1516.52,1515.63,1515.63,9216.0,13971877.0
600519.XSHG,2024-11-15 14:30:00,1515.73,1515.86,1514.67,1514.67,12219.0,18514842.0
600519.XSHG,2024-11-15 14:31:00,1514.67,1515.05,1514.18,1514.18,14187.0,21484671.0
600519.XSHG,2024-11-15 14:32:00,1514.18,1516.1,1514.18,1514.63,10977.0,16629585.0
600519.XSHG,2024-11-15 14:33:00,1515.15,1515.15,1512.25,1512.26,22678.0,34317130.0
600519.XSHG,2024-11-15 14:34:00,1512.32,1515.15,1512.32,1513.6,19675.0,29799558.0
600519.XSHG,2024-11-15 14:35:00,1514.94,1518.15,1514.94,1518.15,15533.0,23559268.0
600519.XSHG,2024-11-15 14:36:00,1518.15,1518.52,1516.11,1516.58,12116.0,18377591.0
600519.XSHG,2024-11-15 14:37:00,1516.6,1517.68,1516.6,1517.55,8802.0,13354987.0
600519.XSHG,2024-11-15 14:38:00,1517.62,1517.64,1516.11,1516.26,10148.0,15392572.0
600519.XSHG,2024-11-15 14:39:00,1515.57,1516.02,1513.22,1514.4,14705.0,22268346.0
600519.XSHG,2024-11-15 14:40:00,1514.4,1516.74,1514.4,1515.55,8802.0,13341480.0
600519.XSHG,2024-11-15 14:41:00,1514.95,1515.91,1514.68,1514.68,7249.0,10983278.0
600519.XSHG,2024-11-15 14:42:00,1515.16,1515.72,1514.66,1515.61,6731.0,10199724.0
600519.XSHG,2024-11-15 14:43:00,1515.61,1515.61,1514.18,1514.19,15119.0,22898322.0
600519.XSHG,2024-11-15 14:44:00,1514.18,1516.11,1514.18,1514.26,16776.0,25416705.0
600519.XSHG,2024-11-15 14:45:00,1515.37,1515.75,1513.99,1513.99,7249.0,10978667.0
600519.XSHG,2024-11-15 14:46:00,1513.99,1514.18,1513.22,1513.51,12841.0,19437688.0
600519.XSHG,2024-11-15 14:47:00,1513.22,1513.76,1512.25,1513.22,25998.0,39326811.0
600519.XSHG,2024-11-15 14:48:00,1513.03,1515.82,1513.03,1513.42,16362.0,24769936.0
600519.XSHG,2024-11-15 14:49:00,1513.56,1513.56,1511.37,1512.56,29202.0,44154158.0
600519.XSHG,2024-11-15 14:50:00,1511.37,1512.54,1509.75,1509.75,26510.0,40059433.0
600519.XSHG,2024-11-15 14:51:00,1509.84,1511.3,1509.75,1511.3,11391.0,17205563.0
600519.XSHG,2024-11-15 14:52:00,1511.4,1511.4,1508.87,1509.01,27960.0,42212713.0
600519.XSHG,2024-11-15 14:53:00,1509.01,1509.78,1508.4,1509.38,14808.0,22347481.0
600519.XSHG,2024-11-15 14:54:00,1509.38,1509.77,1507.42,1507.42,22264.0,33589998.0
600519.XSHG,2024-11-15 14:55:00,1507.42,1507.42,1506.46,1506.48,41215.0,62104543.0
600519.XSHG,2024-11-15 14:56:00,1506.48,1506.79,1506.46,1506.72,38960.0,58693552.0
600519.XSHG,2024-11-15 14:57:00,1506.49,1506.95,1506.46,1506.65,30445.0,45868767.0
600519.XSHG,2024-11-15 14:58:00,1506.65,1506.65,1506.65,1506.65,0.0,0.0
600519.XSHG,2024-11-15 14:59:00,1506.65,1506.65,1506.65,1506.65,0.0,0.0
600519.XSHG,2024-11-15 15:00:00,1505.49,1505.49,1505.49,1505.49,55482.0,83528102.0
600519.XSHG,2024-11-18 09:31:00,1508.39,1511.27,1506.46,1507.35,79143.0,119353712.0
600519.XSHG,2024-11-18 09:32:00,1508.4,1510.32,1505.5,1506.02,30009.0,45223790.0
600519.XSHG,2024-11-18 09:33:00,1506.09,1511.17,1506.09,1510.75,21550.0,32523763.0
600519.XSHG,2024-11-18 09:34:00,1510.8,1510.8,1507.42,1507.42,22212.0,33520491.0
600519.XSHG,2024-11-18 09:35:00,1507.91,1510.75,1507.4,1510.75,22989.0,34691436.0
600519.XSHG,2024-11-18 09:36:00,1511.26,1511.29,1506.55,1508.11,30698.0,46320718.0
600519.XSHG,2024-11-18 09:37:00,1507.83,1510.31,1506.67,1510.31,24025.0,36228647.0
600519.XSHG,2024-11-18 09:38:00,1511.19,1512.25,1506.66,1506.95,31284.0,47228330.0
600519.XSHG,2024-11-18 09:39:00,1507.13,1509.27,1505.49,1505.49,35312.0,53202145.0
600519.XSHG,2024-11-18 09:40:00,1505.38,1507.13,1504.98,1505.48,32309.0,48653164.0
600519.XSHG,2024-11-18 09:41:00,1505.39,1508.39,1505.39,1508.39,38315.0,57721121.0
600519.XSHG,2024-11-18 09:42:00,1508.2,1508.77,1506.49,1508.39,30859.0,46538654.0
600519.XSHG,2024-11-18 09:43:00,1508.39,1510.17,1507.85,1510.17,21746.0,32806967.0
600519.XSHG,2024-11-18 09:44:00,1509.48,1511.29,1509.39,1510.17,23610.0,35667592.0
600519.XSHG,2024-11-18 09:45:00,1509.4,1509.4,1506.47,1507.44,12427.0,18737664.0
600519.XSHG,2024-11-18 09:46:00,1507.43,1511.0,1507.43,1509.14,19354.0,29218728.0
600519.XSHG,2024-11-18 09:47:00,1508.37,1508.39,1505.65,1505.65,18018.0,27149817.0
600519.XSHG,2024-11-18 09:48:00,1505.64,1505.64,1503.56,1504.24,51674.0,77769982.0
600519.XSHG,2024-11-18 09:49:00,1504.55,1505.04,1503.74,1503.76,18226.0,27414515.0
600519.XSHG,2024-11-18 09:50:00,1504.99,1506.45,1504.53,1504.99,34380.0,51743806.0
600519.XSHG,2024-11-18 09:51:00,1504.54,1508.39,1504.54,1507.35,19054.0,28700485.0
600519.XSHG,2024-11-18 09:52:00,1508.62,1509.25,1506.66,1506.68,12219.0,18426603.0
600519.XSHG,2024-11-18 09:53:00,1507.25,1507.25,1505.51,1505.51,12530.0,18875899.0
600519.XSHG,2024-11-18 09:54:00,1506.46,1508.88,1506.46,1508.88,21746.0,32792190.0
600519.XSHG,2024-11-18 09:55:00,1509.35,1509.67,1508.84,1509.67,15947.0,24068477.0
600519.XSHG,2024-11-18 09:56:00,1510.29,1512.08,1509.66,1509.66,29948.0,45257002.0
600519.XSHG,2024-11-18 09:57:00,1510.2,1510.2,1507.69,1508.04,7042.0,10626579.0
600519.XSHG,2024-11-18 09:58:00,1509.33,1509.62,1508.06,1508.69,5395.0,8140911.0
600519.XSHG,2024-11-18 09:59:00,1509.61,1510.1,1508.63,1510.02,7249.0,10939699.0
600519.XSHG,2024-11-18 10:00:00,1509.84,1509.84,1508.09,1508.39,7042.0,10625122.0
600519.XSHG,2024-11-18 10:01:00,1508.38,1508.38,1507.19,1507.24,10459.0,15768173.0
600519.XSHG,2024-11-18 10:02:00,1508.0,1508.0,1506.55,1507.18,10252.0,15450739.0
600519.XSHG,2024-11-18 10:03:00,1507.04,1507.66,1505.59,1507.62,14808.0,22309428.0
600519.XSHG,2024-11-18 10:04:00,1507.61,1507.98,1506.52,1507.06,8906.0,13423276.0
600519.XSHG,2024-11-18 10:05:00,1507.07,1509.34,1506.91,1509.21,14808.0,22335518.0
600519.XSHG,2024-11-18 10:06:00,1508.03,1509.79,1508.03,1509.35,10770.0,16254063.0
600519.XSHG,2024-11-18 10:07:00,1509.35,1509.73,1509.16,1509.16,10977.0,16569693.0
600519.XSHG,2024-11-18 10:08:00,1509.2,1510.9,1509.2,1510.9,16786.0,25349609.0
600519.XSHG,2024-11-18 10:09:00,1510.91,1510.91,1510.32,1510.33,9009.0,13609411.0
600519.XSHG,2024-11-18 10:10:00,1510.28,1510.71,1509.69,1509.74,9216.0,13920120.0
600519.XSHG,2024-11-18 10:11:00,1510.69,1511.33,1510.69,1511.26,12841.0,19403776.0
600519.XSHG,2024-11-18 10:12:00,1511.2,1513.21,1510.36,1513.21,24553.0,37118063.0
600519.XSHG,2024-11-18 10:13:00,1513.22,1514.18,1512.26,1514.1,21436.0,32445278.0
600519.XSHG,2024-11-18 10:14:00,1513.16,1513.72,1512.28,1513.54,11805.0,17865250.0
600519.XSHG,2024-11-18 10:15:00,1513.54,1517.22,1513.22,1517.08,40448.0,61302855.0
600519.XSHG,2024-11-18 10:16:00,1517.06,1517.71,1516.13,1517.07,22885.0,34715677.0
600519.XSHG,2024-11-18 10:17:00,1516.79,1518.53,1516.44,1517.86,24749.0,37559790.0
600519.XSHG,2024-11-18 10:18:00,1517.83,1517.86,1514.57,1515.17,10200.0,15465640.0
600519.XSHG,2024-11-18 10:19:00,1515.03,1515.15,1513.7,1514.18,15668.0,23726781.0
600519.XSHG,2024-11-18 10:20:00,1513.73,1516.49,1513.73,1515.15,10977.0,16637519.0
600519.XSHG,2024-11-18 10:21:00,1514.99,1517.11,1514.99,1516.4,13462.0,20413786.0
600519.XSHG,2024-11-18 10:22:00,1516.9,1517.56,1516.6,1516.6,9113.0,13824648.0
600519.XSHG,2024-11-18 10:23:00,1516.6,1518.53,1516.4,1517.7,12737.0,19332978.0
600519.XSHG,2024-11-18 10:24:00,1517.27,1517.27,1514.2,1516.0,16362.0,24800636.0
600519.XSHG,2024-11-18 10:25:00,1515.49,1516.12,1514.72,1516.09,9631.0,14596814.0
600519.XSHG,2024-11-18 10:26:00,1516.09,1516.09,1514.18,1515.4,11391.0,17256658.0
600519.XSHG,2024-11-18 10:27:00,1515.25,1518.05,1515.15,1518.03,19158.0,29061143.0
600519.XSHG,2024-11-18 10:28:00,1518.05,1518.36,1518.03,1518.05,12841.0,19493159.0
600519.XSHG,2024-11-18 10:29:00,1518.05,1519.01,1518.05,1519.01,21125.0,32076064.0
600519.XSHG,2024-11-18 10:30:00,1519.01,1520.94,1519.01,1519.66,23300.0,35419903.0
600519.XSHG,2024-11-18 10:31:00,1519.88,1521.9,1519.88,1521.81,23300.0,35440723.0
600519.XSHG,2024-11-18 10:32:00,1521.85,1521.87,1520.86,1520.93,13876.0,21106369.0
600519.XSHG,2024-11-18 10:33:00,1520.94,1520.99,1519.88,1519.98,17294.0,26299762.0
600519.XSHG,2024-11-18 10:34:00,1519.05,1520.67,1519.04,1519.04,15844.0,24080115.0
600519.XSHG,2024-11-18 10:35:00,1519.01,1519.98,1518.54,1518.54,12116.0,18404517.0
600519.XSHG,2024-11-18 10:36:00,1518.55,1519.98,1518.55,1519.97,12944.0,19667351.0
600519.XSHG,2024-11-18 10:37:00,1519.98,1520.08,1519.88,1520.02,9020.0,13709906.0
600519.XSHG,2024-11-18 10:38:00,1520.01,1520.02,1519.91,1519.98,8077.0,12277276.0
600519.XSHG,2024-11-18 10:39:00,1519.98,1520.36,1519.98,1520.35,11598.0,17631095.0
600519.XSHG,2024-11-18 10:40:00,1520.36,1520.94,1520.1,1520.85,11391.0,17322428.0
600519.XSHG,2024-11-18 10:41:00,1520.73,1520.94,1520.64,1520.64,3832.0,5826974.0
600519.XSHG,2024-11-18 10:42:00,1520.61,1520.61,1518.53,1518.53,7974.0,12115943.0
600519.XSHG,2024-11-18 10:43:00,1518.14,1518.53,1517.57,1518.09,12634.0,19178456.0
600519.XSHG,2024-11-18 10:44:00,1518.48,1519.97,1518.48,1519.97,6006.0,9125005.0
600519.XSHG,2024-11-18 10:45:00,1519.28,1519.28,1518.54,1519.22,3417.0,5191616.0
600519.XSHG,2024-11-18 10:46:00,1518.82,1518.82,1518.01,1518.01,7456.0,11320881.0
600519.XSHG,2024-11-18 10:47:00,1518.05,1518.16,1517.61,1518.11,7678.0,11654507.0
600519.XSHG,2024-11-18 10:48:00,1518.33,1518.33,1517.6,1517.68,6317.0,9587876.0
600519.XSHG,2024-11-18 10:49:00,1517.74,1518.05,1517.6,1518.05,8802.0,13359257.0
600519.XSHG,2024-11-18 10:50:00,1518.0,1518.0,1516.26,1516.5,5178.0,7851597.0
600519.XSHG,2024-11-18 10:51:00,1516.21,1518.04,1516.21,1516.79,6488.0,9842959.0
600519.XSHG,2024-11-18 10:52:00,1517.95,1517.95,1516.56,1517.47,3314.0,5027248.0
600519.XSHG,2024-11-18 10:53:00,1517.85,1518.05,1517.21,1517.99,5385.0,8173696.0
600519.XSHG,2024-11-18 10:54:00,1518.0,1520.85,1518.0,1520.85,14601.0,22182412.0
600519.XSHG,2024-11-18 10:55:00,1520.86,1520.93,1518.55,1519.98,6006.0,9128094.0
600519.XSHG,2024-11-18 10:56:00,1518.83,1520.17,1518.6,1519.86,1657.0,2517880.0
600519.XSHG,2024-11-18 10:57:00,1518.63,1519.74,1518.11,1518.43,6006.0,9122671.0
600519.XSHG,2024-11-18 10:58:00,1518.0,1518.43,1518.0,1518.32,1864.0,2829880.0
600519.XSHG,2024-11-18 10:59:00,1518.32,1518.43,1517.08,1517.09,7456.0,11318289.0
600519.XSHG,2024-11-18 11:00:00,1518.01,1518.54,1518.0,1518.43,4401.0,6681985.0
600519.XSHG,2024-11-18 11:01:00,1518.01,1518.42,1517.21,1518.17,3469.0,5266690.0
600519.XSHG,2024-11-18 11:02:00,1518.01,1518.01,1516.62,1516.62,4246.0,6442202.0
600519.XSHG,2024-11-18 11:03:00,1516.62,1516.62,1516.18,1516.19,4142.0,6280861.0
600519.XSHG,2024-11-18 11:04:00,1516.18,1516.31,1514.21,1514.21,13773.0,20875317.0
600519.XSHG,2024-11-18 11:05:00,1514.3,1516.08,1514.3,1515.16,4867.0,7373718.0
600519.XSHG,2024-11-18 11:06:00,1515.16,1515.16,1514.38,1514.98,3521.0,5333677.0
600519.XSHG,2024-11-18 11:07:00,1514.98,1517.14,1514.98,1517.14,3624.0,5493931.0
600519.XSHG,2024-11-18 11:08:00,1517.08,1517.08,1515.04,1516.08,3314.0,5025497.0
600519.XSHG,2024-11-18 11:09:00,1516.04,1516.04,1515.03,1515.04,3210.0,4863866.0
600519.XSHG,2024-11-18 11:10:00,1515.05,1516.11,1515.03,1516.11,2900.0,4394139.0
600519.XSHG,2024-11-18 11:11:00,1515.05,1517.08,1515.05,1517.08,7145.0,10835819.0
600519.XSHG,2024-11-18 11:12:00,1517.07,1517.08,1516.11,1517.02,4246.0,6439526.0
600519.XSHG,2024-11-18 11:13:00,1517.08,1517.13,1517.02,1517.04,3935.0,5969713.0
600519.XSHG,2024-11-18 11:14:00,1517.06,1517.08,1516.6,1516.6,1968.0,2984449.0
600519.XSHG,2024-11-18 11:15:00,1516.26,1516.26,1516.1,1516.14,2278.0,3454057.0
600519.XSHG,2024-11-18 11:16:00,1516.5,1517.21,1516.16,1516.32,7179.0,10887632.0
600519.XSHG,2024-11-18 11:17:00,1516.31,1516.31,1515.15,1516.11,3283.0,4976327.0
600519.XSHG,2024-11-18 11:18:00,1515.18,1516.11,1515.05,1515.14,1760.0,2667701.0
600519.XSHG,2024-11-18 11:19:00,1516.1,1516.1,1515.05,1516.09,3210.0,4864845.0
600519.XSHG,2024-11-18 11:20:00,1516.08,1516.08,1515.03,1515.03,2589.0,3923243.0
600519.XSHG,2024-11-18 11:21:00,1514.96,1515.05,1514.19,1514.19,3863.0,5849928.0
600519.XSHG,2024-11-18 11:22:00,1514.2,1516.1,1514.2,1515.15,11370.0,17228428.0
600519.XSHG,2024-11-18 11:23:00,1515.18,1516.09,1515.15,1516.09,1968.0,2982368.0
600519.XSHG,2024-11-18 11:24:00,1516.09,1516.1,1514.77,1514.77,3728.0,5650970.0
600519.XSHG,2024-11-18 11:25:00,1514.31,1515.75,1514.31,1514.78,3417.0,5177165.0
600519.XSHG,2024-11-18 11:26:00,1514.69,1516.11,1514.69,1516.11,5281.0,8005432.0
600519.XSHG,2024-11-18 11:27:00,1516.1,1516.1,1514.84,1515.75,4142.0,6276181.0
600519.XSHG,2024-11-18 11:28:00,1515.75,1516.32,1515.75,1516.1,4763.0,7221630.0
600519.XSHG,2024-11-18 11:29:00,1516.11,1516.11,1515.73,1515.76,3003.0,4552656.0
600519.XSHG,2024-11-18 11:30:00,1516.11,1517.08,1514.82,1515.55,6161.0,9338622.0
600519.XSHG,2024-11-18 13:01:00,1515.78,1515.78,1512.73,1513.16,31946.0,48375520.0
600519.XSHG,2024-11-18 13:02:00,1512.44,1516.11,1512.44,1514.64,12219.0,18503711.0
600519.XSHG,2024-11-18 13:03:00,1516.1,1516.6,1515.17,1515.54,5385.0,8162567.0
600519.XSHG,2024-11-18 13:04:00,1515.54,1515.54,1514.96,1515.15,3417.0,5177845.0
600519.XSHG,2024-11-18 13:05:00,1515.47,1515.48,1514.97,1515.47,1760.0,2667359.0
600519.XSHG,2024-11-18 13:06:00,1515.5,1516.06,1515.5,1515.64,5286.0,8012026.0
600519.XSHG,2024-11-18 13:07:00,1515.63,1515.63,1514.91,1514.93,11800.0,17882047.0
600519.XSHG,2024-11-18 13:08:00,1515.47,1518.12,1515.47,1518.05,9734.0,14765975.0
600519.XSHG,2024-11-18 13:09:00,1517.98,1518.05,1517.08,1517.81,2382.0,3614957.0
600519.XSHG,2024-11-18 13:10:00,1517.1,1517.1,1516.21,1516.93,7042.0,10681697.0
600519.XSHG,2024-11-18 13:11:00,1516.97,1516.97,1514.51,1514.51,4349.0,6592914.0
600519.XSHG,2024-11-18 13:12:00,1514.38,1514.38,1513.15,1514.37,6627.0,10031547.0
600519.XSHG,2024-11-18 13:13:00,1513.28,1514.02,1513.28,1513.39,3417.0,5171651.0
600519.XSHG,2024-11-18 13:14:00,1513.27,1513.37,1512.44,1512.5,6938.0,10496260.0
600519.XSHG,2024-11-18 13:15:00,1513.2,1515.45,1512.52,1515.45,9320.0,14110129.0
600519.XSHG,2024-11-18 13:16:00,1513.44,1515.13,1513.41,1514.18,3417.0,5173223.0
600519.XSHG,2024-11-18 13:17:00,1514.18,1514.95,1513.46,1514.18,5178.0,7841026.0
600519.XSHG,2024-11-18 13:18:00,1514.18,1514.67,1513.22,1514.59,5799.0,8777752.0
600519.XSHG,2024-11-18 13:19:00,1514.63,1514.63,1512.73,1512.73,3107.0,4701193.0
600519.XSHG,2024-11-18 13:20:00,1512.73,1514.61,1512.55,1513.37,6835.0,10342870.0
600519.XSHG,2024-11-18 13:21:00,1514.6,1514.61,1513.39,1514.53,1864.0,2821832.0
600519.XSHG,2024-11-18 13:22:00,1514.47,1514.52,1513.61,1513.7,2692.0,4076826.0
600519.XSHG,2024-11-18 13:23:00,1513.7,1514.61,1513.7,1514.43,3728.0,5645836.0
600519.XSHG,2024-11-18 13:24:00,1514.42,1514.43,1513.7,1513.7,2485.0,3762599.0
600519.XSHG,2024-11-18 13:25:00,1513.74,1514.32,1513.74,1514.07,1760.0,2665064.0
600519.XSHG,2024-11-18 13:26:00,1514.28,1517.08,1514.28,1515.04,10459.0,15850106.0
600519.XSHG,2024-11-18 13:27:00,1515.25,1516.27,1515.24,1516.27,3624.0,5494439.0
600519.XSHG,2024-11-18 13:28:00,1516.28,1516.28,1515.15,1516.11,4349.0,6593870.0
600519.XSHG,2024-11-18 13:29:00,1515.15,1516.26,1515.05,1515.06,3210.0,4864721.0
600519.XSHG,2024-11-18 13:30:00,1515.15,1516.2,1515.05,1515.05,3003.0,4550667.0
600519.XSHG,2024-11-18 13:31:00,1516.02,1516.02,1515.01,1515.01,2071.0,3138499.0
600519.XSHG,2024-11-18 13:32:00,1515.17,1515.17,1513.22,1513.34,7145.0,10817121.0
600519.XSHG,2024-11-18 13:33:00,1513.02,1515.18,1513.02,1513.06,7974.0,12070213.0
600519.XSHG,2024-11-18 13:34:00,1513.06,1513.06,1512.92,1512.92,3728.0,5640506.0
600519.XSHG,2024-11-18 13:35:00,1512.92,1512.99,1512.34,1512.34,7352.0,11122458.0
600519.XSHG,2024-11-18 13:36:00,1512.25,1512.31,1511.46,1511.46,5903.0,8925302.0
600519.XSHG,2024-11-18 13:37:00,1511.41,1511.41,1509.99,1509.99,12323.0,18617837.0
600519.XSHG,2024-11-18 13:38:00,1509.89,1509.89,1508.97,1509.02,9320.0,14067407.0
600519.XSHG,2024-11-18 13:39:00,1509.01,1509.73,1508.4,1509.35,16465.0,24842239.0
600519.XSHG,2024-11-18 13:40:00,1509.35,1509.97,1508.49,1508.49,5695.0,8594419.0
600519.XSHG,2024-11-18 13:41:00,1508.41,1509.36,1508.39,1509.36,5074.0,7655659.0
600519.XSHG,2024-11-18 13:42:00,1509.35,1509.67,1508.93,1508.94,5385.0,8127681.0
600519.XSHG,2024-11-18 13:43:00,1508.92,1509.03,1508.6,1509.03,6006.0,9062054.0
600519.XSHG,2024-11-18 13:44:00,1509.13,1509.99,1509.12,1509.12,9009.0,13600455.0
600519.XSHG,2024-11-18 13:45:00,1509.59,1510.2,1509.03,1509.99,7145.0,10786205.0
600519.XSHG,2024-11-18 13:46:00,1510.2,1510.2,1507.91,1508.37,17086.0,25783956.0
600519.XSHG,2024-11-18 13:47:00,1507.9,1508.52,1507.48,1508.49,8388.0,12649534.0
600519.XSHG,2024-11-18 13:48:00,1508.6,1508.6,1508.37,1508.39,5178.0,7810124.0
600519.XSHG,2024-11-18 13:49:00,1508.34,1509.34,1507.91,1509.34,7456.0,11246365.0
600519.XSHG,2024-11-18 13:50:00,1509.34,1510.22,1509.26,1509.26,16983.0,25613796.0
600519.XSHG,2024-11-18 13:51:00,1508.39,1509.2,1507.42,1507.47,5903.0,8902771.0
600519.XSHG,2024-11-18 13:52:00,1507.46,1509.27,1507.46,1509.27,7663.0,11557759.0
600519.XSHG,2024-11-18 13:53:00,1509.25,1510.19,1508.49,1509.23,8802.0,13288642.0
600519.XSHG,2024-11-18 13:54:00,1509.23,1509.23,1508.39,1509.23,3314.0,4999112.0
600519.XSHG,2024-11-18 13:55:00,1509.16,1510.18,1508.7,1509.33,5178.0,7814607.0
600519.XSHG,2024-11-18 13:56:00,1509.34,1509.54,1508.4,1509.54,7352.0,11096095.0
600519.XSHG,2024-11-18 13:57:00,1509.67,1512.18,1509.67,1511.35,11805.0,17834715.0
600519.XSHG,2024-11-18 13:58:00,1511.35,1512.06,1510.36,1511.29,6835.0,10332100.0
600519.XSHG,2024-11-18 13:59:00,1512.06,1512.06,1510.37,1510.37,5178.0,7824365.0
600519.XSHG,2024-11-18 14:00:00,1510.46,1510.46,1508.58,1509.05,6110.0,9224995.0
600519.XSHG,2024-11-18 14:01:00,1508.21,1508.57,1507.42,1507.55,8595.0,12960762.0
600519.XSHG,2024-11-18 14:02:00,1507.55,1510.45,1507.42,1509.61,14394.0,21714715.0
600519.XSHG,2024-11-18 14:03:00,1508.43,1509.61,1507.23,1507.26,12634.0,19046283.0
600519.XSHG,2024-11-18 14:04:00,1507.44,1509.34,1507.42,1507.89,22270.0,33585336.0
600519.XSHG,2024-11-18 14:05:00,1508.39,1509.33,1507.81,1509.33,10977.0,16556840.0
600519.XSHG,2024-11-18 14:06:00,1509.33,1509.33,1507.43,1508.39,6835.0,10306062.0
600519.XSHG,2024-11-18 14:07:00,1507.95,1509.34,1507.45,1507.45,10355.0,15616304.0
600519.XSHG,2024-11-18 14:08:00,1507.48,1507.5,1506.55,1507.5,14912.0,22476174.0
600519.XSHG,2024-11-18 14:09:00,1507.42,1507.5,1506.29,1506.29,31273.0,47115009.0
600519.XSHG,2024-11-18 14:10:00,1506.26,1506.46,1505.49,1506.27,14290.0,21522919.0
600519.XSHG,2024-11-18 14:11:00,1505.5,1507.91,1505.5,1506.46,10666.0,16073775.0
600519.XSHG,2024-11-18 14:12:00,1506.46,1506.47,1505.49,1505.49,15637.0,23549597.0
600519.XSHG,2024-11-18 14:13:00,1505.49,1505.49,1504.65,1505.16,18640.0,28059512.0
600519.XSHG,2024-11-18 14:14:00,1504.7,1505.16,1504.54,1504.54,11391.0,17139791.0
600519.XSHG,2024-11-18 14:15:00,1505.15,1507.4,1505.15,1506.02,21746.0,32760230.0
600519.XSHG,2024-11-18 14:16:00,1506.91,1507.42,1505.59,1507.41,10459.0,15753849.0
600519.XSHG,2024-11-18 14:17:00,1507.41,1508.82,1506.46,1508.82,9216.0,13891555.0
600519.XSHG,2024-11-18 14:18:00,1507.41,1508.79,1506.46,1506.46,4349.0,6556328.0
600519.XSHG,2024-11-18 14:19:00,1506.46,1507.3,1504.82,1506.46,11805.0,17775048.0
600519.XSHG,2024-11-18 14:20:00,1506.43,1508.68,1505.48,1508.66,13980.0,21067402.0
600519.XSHG,2024-11-18 14:21:00,1508.49,1508.49,1506.46,1506.46,6835.0,10304604.0
600519.XSHG,2024-11-18 14:22:00,1506.46,1507.31,1506.46,1506.55,5385.0,8113879.0
600519.XSHG,2024-11-18 14:23:00,1506.46,1510.31,1506.46,1510.31,12427.0,18739705.0
600519.XSHG,2024-11-18 14:24:00,1509.55,1512.06,1509.55,1512.06,10770.0,16273304.0
600519.XSHG,2024-11-18 14:25:00,1511.29,1511.83,1510.34,1510.34,10045.0,15182834.0
600519.XSHG,2024-11-18 14:26:00,1511.08,1511.29,1510.32,1510.42,5695.0,8605144.0
600519.XSHG,2024-11-18 14:27:00,1510.52,1510.56,1508.2,1509.34,4142.0,6252344.0
600519.XSHG,2024-11-18 14:28:00,1509.34,1509.38,1508.44,1509.35,4660.0,7031719.0
600519.XSHG,2024-11-18 14:29:00,1508.61,1509.33,1507.38,1507.38,7456.0,11245000.0
600519.XSHG,2024-11-18 14:30:00,1507.4,1508.17,1506.81,1506.81,8181.0,12329367.0
