Bucket,Ann. Return,Sharpe,Max DD,MAR,Months Win %,Bars
Strategy Full,0.4607628138956559,1.7183694921144999,-0.16839517678028193,2.73619959137457,0.6,3186
BH Full,0.16645088004441244,0.7445947906382767,-0.23165954217216878,0.7185151040344653,0.6,3186
Strategy Train,0.7128546916428018,2.2361249141330135,-0.16839517678028193,4.233225115306704,0.5,2189
BH Train,0.14375637832232524,0.637337634335747,-0.23165954217216878,0.6205502133621842,0.5,2189
Strategy Test,0.02985253515816,0.25008536073326043,-0.12039596564786403,0.24795295255551295,0.6666666666666666,997
BH Test,0.21787084738702944,1.073154612632864,-0.107495196970538,2.0267961130090577,0.6666666666666666,997
