timestamp,equity,pnl
2026-01-14 06:28:00+00:00,1.0,0.0
2026-01-14 06:29:00+00:00,1.0,0.0
2026-01-14 06:30:00+00:00,1.0,-0.0
2026-01-14 06:31:00+00:00,1.0,-0.0
2026-01-14 06:32:00+00:00,1.0,-0.0
2026-01-14 06:33:00+00:00,1.0,-0.0
2026-01-14 06:34:00+00:00,1.0,-0.0
2026-01-14 06:35:00+00:00,0.9999906011084922,-9.398891507737345e-06
2026-01-14 06:36:00+00:00,1.0000307951209315,4.019439022191748e-05
2026-01-14 06:37:00+00:00,1.0000690966238903,3.8300323495522886e-05
2026-01-14 06:38:00+00:00,1.0000970684913641,2.796993484570132e-05
2026-01-14 06:39:00+00:00,1.0000652949440667,-3.1770463386555035e-05
2026-01-14 06:40:00+00:00,1.000094481929576,2.918507987129104e-05
2026-01-14 06:41:00+00:00,1.0000850366622285,-9.444375024815723e-06
2026-01-14 06:42:00+00:00,1.000093427924137,8.390548404259047e-06
2026-01-14 06:43:00+00:00,1.0001114970698393,1.8067457697180515e-05
2026-01-14 06:44:00+00:00,1.000103711415058,-7.784786800437223e-06
2026-01-14 06:45:00+00:00,1.000120646999333,1.6933828043821704e-05
2026-01-14 06:46:00+00:00,1.0001349982436047,1.4349513046335344e-05
2026-01-14 06:47:00+00:00,1.0001390685906177,4.069797597417264e-06
2026-01-14 06:48:00+00:00,1.000137403990945,-1.664368211441599e-06
2026-01-14 06:49:00+00:00,1.000119927274124,-1.7474315780415582e-05
2026-01-14 06:50:00+00:00,1.000133379734033,1.3450846785637296e-05
2026-01-14 06:51:00+00:00,1.000133379734033,-0.0
2026-01-14 06:52:00+00:00,1.000133379734033,0.0
2026-01-14 06:53:00+00:00,1.000133379734033,0.0
2026-01-14 06:54:00+00:00,1.000133379734033,-0.0
2026-01-14 06:55:00+00:00,1.000133379734033,0.0
2026-01-14 06:56:00+00:00,1.000133379734033,0.0
2026-01-14 06:57:00+00:00,1.000133379734033,-0.0
2026-01-14 06:58:00+00:00,1.000133379734033,0.0
2026-01-14 06:59:00+00:00,1.000133379734033,-0.0
2026-01-14 07:00:00+00:00,1.000133379734033,-0.0
2026-01-14 07:01:00+00:00,1.000133379734033,-0.0
2026-01-14 07:02:00+00:00,1.000133379734033,-0.0
2026-01-14 07:03:00+00:00,1.000133379734033,-0.0
2026-01-14 07:04:00+00:00,1.000133379734033,0.0
2026-01-14 07:05:00+00:00,1.000133379734033,0.0
2026-01-14 07:06:00+00:00,1.000133379734033,0.0
2026-01-14 07:07:00+00:00,1.000133379734033,0.0
2026-01-14 07:08:00+00:00,1.000133379734033,0.0
2026-01-14 07:09:00+00:00,1.000133379734033,0.0
2026-01-14 07:10:00+00:00,1.000133379734033,-0.0
2026-01-14 07:11:00+00:00,1.000133379734033,0.0
2026-01-14 07:12:00+00:00,1.000133379734033,-0.0
2026-01-14 07:13:00+00:00,1.000133379734033,0.0
2026-01-14 07:14:00+00:00,1.000133379734033,-0.0
2026-01-14 07:15:00+00:00,1.000133379734033,0.0
2026-01-14 07:16:00+00:00,1.000133379734033,0.0
2026-01-14 07:17:00+00:00,1.000133379734033,-0.0
2026-01-14 07:18:00+00:00,1.000133379734033,-0.0
2026-01-14 07:19:00+00:00,1.000133379734033,0.0
2026-01-14 07:20:00+00:00,1.000133379734033,-0.0
2026-01-14 07:21:00+00:00,1.000133379734033,0.0
2026-01-14 07:22:00+00:00,1.000133379734033,-0.0
2026-01-14 07:23:00+00:00,1.000133379734033,0.0
2026-01-14 07:24:00+00:00,1.000133379734033,0.0
2026-01-14 07:25:00+00:00,1.000133379734033,-0.0
2026-01-14 07:26:00+00:00,1.000133379734033,-0.0
2026-01-14 07:27:00+00:00,1.000133379734033,-0.0
2026-01-14 07:28:00+00:00,1.000133379734033,-0.0
2026-01-14 07:29:00+00:00,1.000133379734033,0.0
2026-01-14 07:30:00+00:00,1.000133379734033,-0.0
2026-01-14 07:31:00+00:00,1.000133379734033,-0.0
2026-01-14 07:32:00+00:00,1.000133379734033,0.0
2026-01-14 07:33:00+00:00,1.000133379734033,0.0
2026-01-14 07:34:00+00:00,1.000133379734033,0.0
2026-01-14 07:35:00+00:00,1.000133379734033,-0.0
2026-01-14 07:36:00+00:00,1.000133379734033,0.0
2026-01-14 07:37:00+00:00,1.000133379734033,-0.0
2026-01-14 07:38:00+00:00,1.000133379734033,-0.0
2026-01-14 07:39:00+00:00,1.000133379734033,-0.0
2026-01-14 07:40:00+00:00,1.000133379734033,-0.0
2026-01-14 07:41:00+00:00,1.000133379734033,0.0
2026-01-14 07:42:00+00:00,1.000133379734033,0.0
2026-01-14 07:43:00+00:00,1.000133379734033,0.0
2026-01-14 07:44:00+00:00,1.000133379734033,-0.0
2026-01-14 07:45:00+00:00,1.000133379734033,0.0
2026-01-14 07:46:00+00:00,1.000133379734033,0.0
2026-01-14 07:47:00+00:00,1.000133379734033,0.0
2026-01-14 07:48:00+00:00,1.000133379734033,0.0
2026-01-14 07:49:00+00:00,1.000133379734033,0.0
2026-01-14 07:50:00+00:00,1.000133379734033,-0.0
2026-01-14 07:51:00+00:00,1.000133379734033,-0.0
2026-01-14 07:52:00+00:00,1.000133379734033,0.0
2026-01-14 07:53:00+00:00,1.000133379734033,0.0
2026-01-14 07:54:00+00:00,1.000133379734033,0.0
2026-01-14 07:55:00+00:00,1.000133379734033,-0.0
2026-01-14 07:56:00+00:00,1.000133379734033,-0.0
2026-01-14 07:57:00+00:00,1.000133379734033,0.0
2026-01-14 07:58:00+00:00,1.000133379734033,-0.0
2026-01-14 07:59:00+00:00,1.000133379734033,-0.0
2026-01-14 08:00:00+00:00,1.000133379734033,0.0
2026-01-14 08:01:00+00:00,1.000133379734033,-0.0
2026-01-14 08:02:00+00:00,1.000133379734033,0.0
2026-01-14 08:03:00+00:00,1.000133379734033,0.0
2026-01-14 08:04:00+00:00,1.000133379734033,-0.0
2026-01-14 08:05:00+00:00,1.000133379734033,-0.0
2026-01-14 08:06:00+00:00,1.000133379734033,0.0
2026-01-14 08:07:00+00:00,1.000133379734033,0.0
2026-01-14 08:08:00+00:00,1.000133379734033,-0.0
2026-01-14 08:09:00+00:00,1.000133379734033,-0.0
2026-01-14 08:10:00+00:00,1.000133379734033,0.0
2026-01-14 08:11:00+00:00,1.000133379734033,-0.0
2026-01-14 08:12:00+00:00,1.000133379734033,0.0
2026-01-14 08:13:00+00:00,1.000133379734033,0.0
2026-01-14 08:14:00+00:00,1.000133379734033,0.0
2026-01-14 08:15:00+00:00,1.000133379734033,-0.0
2026-01-14 08:16:00+00:00,1.000133379734033,0.0
2026-01-14 08:17:00+00:00,1.000133379734033,-0.0
2026-01-14 08:18:00+00:00,1.000133379734033,-0.0
2026-01-14 08:19:00+00:00,1.000133379734033,-0.0
2026-01-14 08:20:00+00:00,1.000133379734033,0.0
2026-01-14 08:21:00+00:00,1.000133379734033,0.0
2026-01-14 08:22:00+00:00,1.000133379734033,-0.0
2026-01-14 08:23:00+00:00,1.000133379734033,0.0
2026-01-14 08:24:00+00:00,1.000133379734033,-0.0
2026-01-14 08:25:00+00:00,1.000133379734033,-0.0
2026-01-14 08:26:00+00:00,1.000133379734033,-0.0
2026-01-14 08:27:00+00:00,1.000133379734033,-0.0
2026-01-14 08:28:00+00:00,1.000133379734033,-0.0
2026-01-14 08:29:00+00:00,1.000133379734033,0.0
2026-01-14 08:30:00+00:00,1.000133379734033,-0.0
