timestamp,equity
2026-01-14 06:35:00+00:00,0.9999906011084922
2026-01-14 06:50:00+00:00,1.000133379734033
2026-01-14 10:16:00+00:00,1.0001233627622201
2026-01-14 13:51:00+00:00,1.0001353632330425
2026-01-14 14:02:00+00:00,1.0001257183980095
2026-01-14 19:04:00+00:00,0.9997774146989654
2026-01-14 19:29:00+00:00,0.999772146179124
2026-01-14 19:42:00+00:00,0.9998922764469778
2026-01-15 06:35:00+00:00,0.9998851849046015
2026-01-15 11:29:00+00:00,0.9999017285874747
2026-01-15 11:59:00+00:00,0.9998945638147295
2026-01-15 12:26:00+00:00,0.999945224762358
2026-01-15 14:33:00+00:00,0.9999381843010559
2026-01-15 18:18:00+00:00,1.0002974020197588
2026-01-15 19:23:00+00:00,1.0002838841122665
2026-01-15 21:46:00+00:00,1.0003621486744065
2026-01-16 05:46:00+00:00,1.0003487691964703
2026-01-16 10:17:00+00:00,1.0003739568704961
2026-01-16 14:24:00+00:00,1.0003610879964024
2026-01-16 14:26:00+00:00,1.0004194907472586
2026-01-16 14:29:00+00:00,1.0004066281059179
2026-01-16 14:38:00+00:00,1.000452590160414
2026-01-16 15:01:00+00:00,1.0004393389298385
2026-01-16 15:06:00+00:00,1.0005245909717957
2026-01-16 15:08:00+00:00,1.0005112396252387
2026-01-16 15:15:00+00:00,1.000574214207625
2026-01-16 15:19:00+00:00,1.000560813923699
2026-01-16 15:50:00+00:00,1.000709450145602
2026-01-16 16:09:00+00:00,1.0006954262620134
2026-01-16 16:11:00+00:00,1.0007749742895804
2026-01-16 16:18:00+00:00,1.000760922215407
2026-01-16 16:19:00+00:00,1.0008422114357265
2026-01-16 17:59:00+00:00,1.000827198802555
2026-01-16 20:10:00+00:00,1.000879981888379
2026-01-16 20:16:00+00:00,1.0008649686886506
2026-01-16 20:30:00+00:00,1.0009489402277543
2026-01-16 20:35:00+00:00,1.000933925993651
2026-01-17 01:09:00+00:00,1.000974540351648
2026-01-17 03:03:00+00:00,1.0009595257335426
2026-01-17 04:10:00+00:00,1.0010630601398227
2026-01-17 04:35:00+00:00,1.0010480441939207
2026-01-17 11:23:00+00:00,1.0009857878517447
2026-01-17 13:17:00+00:00,1.0009707730649269
2026-01-17 15:48:00+00:00,1.001053360767379
2026-01-17 22:13:00+00:00,1.0010383449669675
2026-01-18 01:51:00+00:00,1.0010568797116577
