timestamp,equity,cash,position_value,realized_pnl,ETCUSDT,APTUSDT,ARBUSDT,BTC_USDT
2025-11-29 04:15:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 04:30:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 04:45:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 05:00:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 05:15:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 05:45:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 06:00:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 06:15:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 06:30:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 07:00:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 07:15:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 07:30:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 07:45:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 08:00:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 08:15:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 08:30:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 08:45:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 10:00:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 10:15:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 10:30:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 10:45:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 11:00:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 11:15:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 12:00:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 12:30:00,1000000.00,1000000.00,0.00,0.00,0.000000,0.000000,0.000000,-0.000000
2025-11-29 12:45:00,999678.78,1210125.27,-210446.49,210125.27,0.000000,0.216000,0.000000,-0.426446
2025-11-29 13:00:00,1000428.48,1211092.15,-210663.67,211092.15,0.000000,0.216000,0.000000,-0.426573
2025-11-29 13:15:00,1000225.32,1210975.92,-210750.60,210975.92,0.000000,0.216000,0.000000,-0.426703
2025-11-29 13:30:00,999847.71,1210646.59,-210798.88,210646.59,0.000000,0.216000,0.000000,-0.426831
2025-11-29 14:00:00,999263.41,1210197.90,-210934.49,210197.90,0.000000,0.216000,0.000000,-0.427090
2025-11-29 14:30:00,997544.09,1208383.57,-210839.49,208383.57,0.000000,0.216000,0.000000,-0.427358
2025-11-29 14:45:00,996306.29,1207020.58,-210714.29,207020.58,0.000000,0.216000,0.000000,-0.427495
2025-11-30 03:45:00,999672.46,1222746.10,-223073.64,222746.10,0.000000,0.216000,0.000000,-0.439074
2025-11-30 04:00:00,1000273.92,1223534.91,-223260.99,223534.91,0.000000,0.216000,0.000000,-0.439200
2025-11-30 04:15:00,1001667.91,1001667.91,0.00,1667.91,0.000000,0.000000,0.000000,-0.000000
2025-11-30 04:30:00,1001667.91,1001667.91,0.00,1667.91,0.000000,0.000000,0.000000,-0.000000
2025-11-30 04:45:00,1001667.91,1001667.91,0.00,1667.91,0.000000,0.000000,0.000000,-0.000000
2025-11-30 05:00:00,1001667.91,1001667.91,0.00,1667.91,0.000000,0.000000,0.000000,-0.000000
2025-11-30 05:15:00,1001667.91,1001667.91,0.00,1667.91,0.000000,0.000000,0.000000,-0.000000
2025-11-30 05:30:00,1001667.91,1001667.91,0.00,1667.91,0.000000,0.000000,0.000000,-0.000000
2025-12-01 15:00:00,999557.79,737099.60,262458.19,-262900.40,-0.155491,-0.155491,0.000000,0.573441
2025-12-01 15:30:00,996394.74,740244.95,256149.79,-259755.05,-0.152207,-0.152207,0.000000,0.561489
2025-12-01 15:45:00,991656.86,513639.29,478017.56,-486360.71,-0.141997,-0.141997,-0.141997,0.907908
2025-12-01 16:45:00,999927.05,597426.17,402500.88,-402573.83,-0.118525,-0.118525,-0.118525,0.758061
2025-12-01 17:00:00,997562.30,606970.44,390591.85,-393029.56,-0.115287,-0.115287,-0.115287,0.737401
2025-12-01 17:15:00,997413.87,604205.42,393208.45,-395794.58,-0.116062,-0.116062,-0.116062,0.742411
2025-12-01 17:30:00,1001675.72,627623.59,374052.13,-372376.41,-0.109915,-0.109915,-0.109915,0.703160
2025-12-01 17:45:00,1003318.12,817544.68,185773.44,-182455.32,-0.109307,-0.109307,0.000000,0.403734
2025-12-01 18:00:00,1002400.11,816304.42,186095.69,-183695.58,-0.109585,-0.109585,0.000000,0.404819
2025-12-01 18:15:00,1003127.06,815902.68,187224.39,-184097.32,-0.110134,-0.110134,0.000000,0.406909
2025-12-01 18:30:00,1002914.51,814456.86,188457.65,-185543.14,-0.110848,-0.110848,0.000000,0.409605
2025-12-01 18:45:00,1001407.18,813314.41,188092.77,-186685.59,-0.110767,-0.110767,0.000000,0.409362
2025-12-01 19:00:00,1002174.10,812841.55,189332.54,-187158.45,-0.111377,-0.111377,0.000000,0.411676
2025-12-01 19:15:00,1001993.48,811390.44,190603.04,-188609.56,-0.112109,-0.112109,0.000000,0.414442
2025-12-01 19:30:00,1001108.84,809708.02,191400.82,-190291.98,-0.112644,-0.112644,0.000000,0.416477
2025-12-01 19:45:00,1001140.11,808441.64,192698.47,-191558.36,-0.113371,-0.113371,0.000000,0.419220
2025-12-01 20:00:00,1002057.09,808588.15,193468.95,-191411.85,-0.113684,-0.113684,0.000000,0.420440
2025-12-01 20:15:00,1002428.74,807645.09,194783.65,-192354.91,-0.114379,-0.114379,0.000000,0.423070
2025-12-01 20:30:00,1001665.47,806412.36,195253.11,-193587.64,-0.114708,-0.114708,0.000000,0.424345
2025-12-01 20:45:00,1002682.02,806688.22,195993.80,-193311.78,-0.114990,-0.114990,0.000000,0.425450
2025-12-01 21:00:00,1003708.54,868421.47,135287.07,-131578.53,0.000000,-0.115492,0.000000,0.250260
2025-12-01 21:15:00,1003704.28,867462.81,136241.48,-132537.19,0.000000,-0.116266,0.000000,0.252004
2025-12-01 21:30:00,1004804.49,1004804.49,0.00,4804.49,0.000000,0.000000,0.000000,-0.000000
2025-12-01 21:45:00,1004804.49,1004804.49,0.00,4804.49,0.000000,0.000000,0.000000,-0.000000
2025-12-01 22:00:00,1004804.49,1004804.49,0.00,4804.49,0.000000,0.000000,0.000000,-0.000000
2025-12-02 00:30:00,1004804.49,1004804.49,0.00,4804.49,0.000000,0.000000,0.000000,-0.000000
2025-12-02 00:45:00,1004804.49,1004804.49,0.00,4804.49,0.000000,0.000000,0.000000,-0.000000
