date,first,last,ret
2025-11-29,1000000.0,996306.29,-0.003693709999999961
2025-11-30,999672.46,1001667.91,0.001996103803840077
2025-12-01,999557.79,1004804.49,0.005249021169651424
2025-12-02,1004804.49,996782.48,-0.007983652620819792
2025-12-03,999053.2,994514.43,-0.004543071379982444
2025-12-04,994514.43,996760.57,0.0022585293206855983
2025-12-05,996760.57,1002668.7,0.005927331174426342
2025-12-06,1002124.96,997554.01,-0.004561257510240946
