,Strategy_Full,Benchmark_Full,Strategy_Train,Strategy_Test
Annualized_Return,6.3154430640425865,0.895789169035045,5.13798509922395,7.6640132804050385
Annualized_Vol,0.27046615174685046,0.7168263369575533,0.2743529603949064,0.266546206454684
Sharpe,7.360965444630439,0.892445750664232,6.616471069092334,8.104571496567448
Max_Drawdown,-0.25537545399790007,-0.6117142401281324,-0.25537545399790007,-0.20656331643720316
MAR,24.730031665825322,1.464391557808772,20.119338091382108,37.102489505850656
Monthly_Win_Rate,0.92,0.52,0.8461538461538461,0.9230769230769231
