open_time,strategy_net,strategy_gross,turnover,costs,ew_bh
2023-09-09 12:00:00+00:00,-0.0005372319967520391,-0.00013971984037757456,1.3250405212482153,0.0003975121563744645,-0.0009605359635545124
2023-09-09 16:00:00+00:00,-0.0005394002030104587,-7.704781521428137e-05,1.5411746259872579,0.0004623523877961773,-0.0009875138025416952
2023-09-09 20:00:00+00:00,0.0035181712996627144,0.003948506923667169,1.4344520800148484,0.00043033562400445445,-0.0013471643664162355
2023-09-10 00:00:00+00:00,-0.000678281522126786,-0.00012447751420639178,1.8460133597346478,0.0005538040079203942,-0.009118474768002052
2023-09-10 04:00:00+00:00,-0.00040289213078205225,4.147653198957168e-05,1.4812288759054133,0.00044436866277162393,-0.008729627833925072
2023-09-10 08:00:00+00:00,0.003910249580369139,0.004380490416219803,1.5674694528355484,0.0004702408358506645,-0.005458255892889348
2023-09-10 12:00:00+00:00,0.0010551840742652968,0.001479557987522574,1.4145797108575902,0.000424373913257277,-0.0034879732392770826
2023-09-10 16:00:00+00:00,0.01331743779780616,0.013836145611895315,1.729026046963854,0.0005187078140891562,-0.005600325580795165
2023-09-10 20:00:00+00:00,0.01548952828504137,0.016040236639095283,1.835694513513046,0.0005507083540539138,0.007625216042838806
2023-09-11 00:00:00+00:00,0.00367945626913179,0.0042316230115285475,1.8405558079891917,0.0005521667423967574,-0.006481115875274869
2023-09-11 04:00:00+00:00,0.004028676825513212,0.00460221662012292,1.9117993153656954,0.0005735397946097085,0.00035831925679021687
