model,segment,total_return,annual_return,sharpe,max_drawdown,mar,monthly_win_rate,avg_turnover
strategy,train,3.161867898906503,7.111911476963861,9.022217235626723,0.05957167522118012,119.38411083049905,1.0,0.018201470215927846
strategy,test,2.253758032424342,1.9505368894533288,4.577506796163148,0.1664584280270971,11.717862006577455,0.8,0.0162430107824548
strategy,overall,12.541711105956297,3.352960749648089,6.251770877711214,0.1664584280270911,20.14293171807675,0.9130434782608695,0.01699605084910699
buy_hold,train,0.6536677046255106,1.0925933571400792,1.7668621630502066,0.24682743583188904,4.42654745189765,0.6666666666666666,0.0
buy_hold,test,0.6287098757870269,0.5641514347961059,1.1566403101700993,0.3429143765885849,1.6451670542613395,0.6666666666666666,0.0
buy_hold,overall,1.6933449217936918,0.7493742231261245,1.3892804830297458,0.3593792475883053,2.0851905839164826,0.6521739130434783,0.0
