date_buy,symbol,px_buy,date_sell,px_sell,ret_gross,ret_net
2025-02-26,600030.XSHG,28.2,2025-02-27,27.99,-0.007446808510638281,-0.008042251095744635
2025-02-26,600340.XSHG,2.72,2025-02-27,2.65,-0.02573529411764719,-0.026319765257353023
2025-02-27,000333.XSHE,69.14,2025-02-28,69.68,0.007810240092565923,0.0072056446514321415
2025-02-27,000858.XSHE,129.41,2025-02-28,128.26,-0.00888648481570209,-0.009481063724596228
2025-02-27,159928.XSHE,0.798,2025-02-28,0.797,-0.0012531328320801727,-0.0018522910651628255
2025-02-27,512690.XSHG,0.605,2025-02-28,0.602,-0.0049586776859503745,-0.005555612925619791
2025-02-27,601166.XSHG,19.99,2025-02-28,19.83,-0.008004002001000488,-0.00859911032015992
2025-02-28,000333.XSHE,69.68,2025-03-01,67.73,-0.027985074626865725,-0.028568196100746235
2025-02-28,512690.XSHG,0.602,2025-03-01,0.598,-0.006644518272425293,-0.0072404421594685076
2025-02-28,600340.XSHG,2.67,2025-03-01,2.65,-0.0074906367041198685,-0.008086052996254645
2025-02-28,600519.XSHG,1471.94,2025-03-01,1458.44,-0.009171569493321763,-0.009765977377066859
2025-02-28,601857.XSHG,7.64,2025-03-01,7.61,-0.003926701570680535,-0.0045242559031412055
2025-03-03,000002.XSHE,7.79,2025-03-04,7.64,-0.019255455712451908,-0.019843814172015417
2025-03-03,159915.XSHE,2.154,2025-03-04,2.149,-0.00232126276694522,-0.00291978021819872
2025-03-03,510500.XSHG,5.877,2025-03-04,5.929,0.008848051727071704,0.00824283369236034
2025-03-03,512010.XSHG,0.358,2025-03-04,0.359,0.0027932960893854997,0.002191710363128596
2025-03-04,000333.XSHE,68.65,2025-03-05,68.44,-0.0030589949016752715,-0.0036570697800436536
2025-03-04,159915.XSHE,2.149,2025-03-05,2.149,0.0,-0.0005999099999999258
2025-03-04,510500.XSHG,5.929,2025-03-05,5.944,0.0025299375948726333,0.0019285098600101414
2025-03-04,600030.XSHG,27.12,2025-03-05,27.1,-0.0007374631268436405,-0.0013369307153391352
2025-03-04,601166.XSHG,19.89,2025-03-05,20.16,0.013574660633484115,0.012966607058823687
2025-03-05,510300.XSHG,3.906,2025-03-06,3.96,0.01382488479262678,0.013216681105990835
2025-03-05,512760.XSHG,1.248,2025-03-06,1.283,0.028044871794871806,0.027428137395833385
2025-03-05,512800.XSHG,0.755,2025-03-06,0.751,-0.005298013245033095,-0.0058947449139071795
2025-03-05,601398.XSHG,6.73,2025-03-06,6.69,-0.005943536404160454,-0.006539880817236221
2025-03-05,601857.XSHG,7.44,2025-03-06,7.44,0.0,-0.0005999099999999258
2025-03-06,000858.XSHE,128.36,2025-03-07,131.4,0.023683390464319,0.023069272561545562
2025-03-06,510300.XSHG,3.96,2025-03-07,3.95,-0.002525252525252486,-0.0031236476010100267
2025-03-06,600519.XSHG,1477.03,2025-03-07,1491.76,0.00997271551694956,0.009366822785183748
2025-03-06,601318.XSHG,50.19,2025-03-07,50.05,-0.002789400278940035,-0.0033876368898186904
2025-03-06,601857.XSHG,7.44,2025-03-07,7.48,0.005376344086021501,0.004773208763440895
2025-03-07,000858.XSHE,131.4,2025-03-08,129.35,-0.0156012176560123,-0.01619176832952829
2025-03-07,159928.XSHE,0.805,2025-03-08,0.804,-0.001242236024844745,-0.001841400795031034
2025-03-07,512690.XSHG,0.612,2025-03-08,0.613,0.0016339869281045694,0.0010330966830065513
2025-03-07,600036.XSHG,41.76,2025-03-08,41.28,-0.011494252873563093,-0.012087267356321596
2025-03-07,600519.XSHG,1491.76,2025-03-08,1493.63,0.0012535528503245796,0.0006528908314342718
2025-03-10,000333.XSHE,67.79,2025-03-11,67.66,-0.0019176869744801373,-0.002516446534887251
2025-03-10,510500.XSHG,6.006,2025-03-11,6.036,0.004995004995004937,0.004392098441558412
2025-03-10,512010.XSHG,0.359,2025-03-11,0.36,0.0027855153203342198,0.002183934261838383
2025-03-10,512690.XSHG,0.613,2025-03-11,0.629,0.02610114192495927,0.02548557358890724
2025-03-10,600519.XSHG,1493.63,2025-03-11,1518.91,0.016925209054451162,0.016315145452287405
2025-03-11,000858.XSHE,131.79,2025-03-12,129.62,-0.01646558919493124,-0.01705562132331717
2025-03-11,159928.XSHE,0.82,2025-03-12,0.813,-0.008536585365853666,-0.009131374182926755
2025-03-11,510500.XSHG,6.036,2025-03-12,6.04,0.0006626905235256331,6.238296885374695e-05
2025-03-11,600036.XSHG,41.71,2025-03-12,41.73,0.00047950131862850576,-0.00012069633900746446
2025-03-11,600519.XSHG,1518.91,2025-03-12,1512.93,-0.003937033793970701,-0.004534581928027359
2025-03-12,510300.XSHG,3.936,2025-03-13,3.917,-0.004827235772357774,-0.00542424986534551
2025-03-12,600000.XSHG,9.82,2025-03-13,9.92,0.010183299389002087,0.0095772803258658
2025-03-12,600036.XSHG,41.73,2025-03-13,42.02,0.006949436855979041,0.006345357819314668
2025-03-12,600519.XSHG,1512.93,2025-03-13,1508.21,-0.0031197742129510653,-0.003717812629202899
2025-03-12,601166.XSHG,20.27,2025-03-13,20.4,0.006413418845584662,0.0058096613714850864
2025-03-13,000001.XSHE,11.48,2025-03-14,11.61,0.011324041811846541,0.010717338405923371
2025-03-13,000333.XSHE,66.78,2025-03-14,68.56,0.026654687032045432,0.026038786618747922
2025-03-13,600000.XSHG,9.92,2025-03-14,10.11,0.019153225806451513,0.018541825594758032
2025-03-13,600036.XSHG,42.02,2025-03-14,43.29,0.03022370299857191,0.02960566149690602
2025-03-13,601398.XSHG,6.6,2025-03-14,6.62,0.003030303030303161,0.0024285751212123063
2025-03-14,000858.XSHE,137.25,2025-03-15,136.32,-0.006775956284153062,-0.0073718013202185295
2025-03-14,512760.XSHG,1.241,2025-03-15,1.234,-0.005640612409347434,-0.006237138549556875
2025-03-14,600030.XSHG,27.83,2025-03-15,27.62,-0.007545813869924478,-0.008141197060725691
2025-03-14,600036.XSHG,43.29,2025-03-15,43.17,-0.002772002772002735,-0.003370249819819704
2025-03-14,600519.XSHG,1596.72,2025-03-15,1606.38,0.006049902299714471,0.005446362902825852
2025-03-17,512800.XSHG,0.764,2025-03-18,0.762,-0.002617801047120394,-0.0032161406020941863
2025-03-17,600000.XSHG,10.29,2025-03-18,10.33,0.0038872691933917736,0.0032850271817301824
2025-03-17,601166.XSHG,20.92,2025-03-18,20.86,-0.002868068833652093,-0.0034662582504780826
2025-03-17,601398.XSHG,6.67,2025-03-18,6.66,-0.0014992503748125774,-0.0020982609595201485
2025-03-17,601857.XSHG,7.7,2025-03-18,7.68,-0.0025974025974027093,-0.0031957543896103946
2025-03-18,000333.XSHE,71.52,2025-03-19,72.98,0.02041387024608521,0.01980171376118589
2025-03-18,510500.XSHG,6.126,2025-03-19,6.102,-0.003917727717923647,-0.004515287433888404
2025-03-18,600000.XSHG,10.33,2025-03-19,10.34,0.0009680542110357404,0.00036756346563415754
2025-03-18,601166.XSHG,20.86,2025-03-19,21.38,0.024928092042185934,0.024313227430488915
2025-03-18,601318.XSHG,52.25,2025-03-19,52.55,0.00574162679425827,0.005138272334928251
2025-03-19,600000.XSHG,10.34,2025-03-20,10.35,0.0009671179883945502,0.00036662780464213895
2025-03-19,600036.XSHG,44.11,2025-03-20,43.36,-0.01700294717751072,-0.01759265693946932
2025-03-19,600276.XSHG,47.12,2025-03-20,46.46,-0.014006791171476962,-0.014598298357385242
2025-03-19,600519.XSHG,1604.27,2025-03-20,1573.17,-0.019385764241679926,-0.019974044527853674
2025-03-19,601318.XSHG,52.55,2025-03-20,51.02,-0.029115128449096028,-0.029697571992387983
2025-03-20,000001.XSHE,11.14,2025-03-21,11.07,-0.006283662477558405,-0.006879802845601524
2025-03-20,159915.XSHE,2.158,2025-03-21,2.112,-0.02131603336422605,-0.021903155662650442
2025-03-20,600000.XSHG,10.35,2025-03-21,10.16,-0.018357487922705307,-0.01894638508212554
2025-03-20,601166.XSHG,21.31,2025-03-21,20.67,-0.03003284842796794,-0.030614741421867486
2025-03-20,601398.XSHG,6.7,2025-03-21,6.62,-0.011940298507462699,-0.012533045402985055
2025-03-21,000001.XSHE,11.07,2025-03-22,11.03,-0.0036133694670280603,-0.0042111117705510015
2025-03-21,000333.XSHE,71.81,2025-03-22,72.55,0.010304971452443912,0.009698879397019855
2025-03-21,512690.XSHG,0.622,2025-03-22,0.624,0.003215434083601254,0.0026135951125403345
2025-03-21,601398.XSHG,6.62,2025-03-22,6.68,0.009063444108761365,0.008458096858006137
2025-03-21,601857.XSHG,7.74,2025-03-22,7.77,0.003875968992248069,0.0032737337596899785
2025-03-24,000333.XSHE,72.55,2025-03-25,73.32,0.010613370089593399,0.010007093022743163
2025-03-24,600000.XSHG,10.3,2025-03-25,10.3,0.0,-0.0005999099999999258
2025-03-24,600036.XSHG,43.18,2025-03-25,43.22,0.0009263547938860306,0.0003258890643818013
2025-03-24,601166.XSHG,20.86,2025-03-25,20.81,-0.0023969319271333056,-0.002995403983700906
2025-03-24,601398.XSHG,6.68,2025-03-25,6.71,0.004491017964071808,0.003888413757485054
2025-03-25,000001.XSHE,11.08,2025-03-26,11.03,-0.004512635379061436,-0.005109838203971151
2025-03-25,512800.XSHG,0.77,2025-03-26,0.759,-0.014285714285714346,-0.014877054142857227
2025-03-25,600276.XSHG,44.71,2025-03-26,46.06,0.030194587340639734,0.029576563305748316
2025-03-25,601398.XSHG,6.71,2025-03-26,6.69,-0.0029806259314455463,-0.003578747824142914
2025-03-25,601857.XSHG,7.85,2025-03-26,7.88,0.003821656050955413,0.0032194534012739418
2025-03-26,000333.XSHE,73.25,2025-03-27,72.97,-0.003822525597269588,-0.004420142425938467
2025-03-26,000858.XSHE,129.99,2025-03-27,130.53,0.004154165705054114,0.003551763579506151
2025-03-26,159915.XSHE,2.098,2025-03-27,2.103,0.0023832221163013756,0.0017818823975217501
2025-03-26,512800.XSHG,0.759,2025-03-27,0.762,0.0039525691699604515,0.0033502879841897926
2025-03-26,600000.XSHG,10.16,2025-03-27,10.24,0.007874015748031482,0.007269382047244033
2025-03-27,512010.XSHG,0.366,2025-03-28,0.366,0.0,-0.0005999099999999258
2025-03-27,512800.XSHG,0.762,2025-03-28,0.76,-0.002624671916010457,-0.0032230073490812083
2025-03-27,600000.XSHG,10.24,2025-03-28,10.13,-0.010742187499999889,-0.011335653154296743
2025-03-27,600036.XSHG,41.47,2025-03-28,41.43,-0.0009645526886905564,-0.001563884043886965
2025-03-27,600276.XSHG,48.22,2025-03-28,48.44,0.004562422231439323,0.003959775188718595
2025-03-28,512010.XSHG,0.366,2025-03-29,0.362,-0.010928961748633892,-0.011522315355191215
2025-03-28,512800.XSHG,0.76,2025-03-29,0.762,0.002631578947368318,0.002030090236841975
2025-03-28,600036.XSHG,41.43,2025-03-29,41.5,0.0016895969104513409,0.0010886733043689034
2025-03-28,600276.XSHG,48.44,2025-03-29,49.02,0.011973575557390648,0.011366482489677976
2025-03-28,601398.XSHG,6.74,2025-03-29,6.75,0.0014836795252224366,0.0008828794510384874
2025-03-31,000333.XSHE,74.88,2025-04-01,71.91,-0.039663461538461564,-0.04023957703124992
2025-03-31,510500.XSHG,5.854,2025-04-01,5.886,0.005466347796378557,0.004863158479672114
2025-03-31,600000.XSHG,10.12,2025-04-01,10.05,-0.006916996047430679,-0.00751275647233185
2025-03-31,600276.XSHG,49.02,2025-04-01,51.61,0.052835577315381466,0.05220397072419414
2025-03-31,601857.XSHG,7.99,2025-04-01,8.02,0.003754693366708306,0.003152530888610894
2025-04-01,159928.XSHE,0.818,2025-04-02,0.815,-0.003667481662591676,-0.004265191503667443
2025-04-01,510500.XSHG,5.886,2025-04-02,5.893,0.0011892626571525788,0.0005886392065919122
2025-04-01,512010.XSHG,0.374,2025-04-02,0.369,-0.013368983957219305,-0.013960873770053395
2025-04-01,600276.XSHG,51.61,2025-04-02,50.67,-0.018213524510753643,-0.018802508035264287
2025-04-01,601318.XSHG,50.17,2025-04-02,50.4,0.0045844129958141355,0.003981752760613855
2025-04-02,000333.XSHE,72.46,2025-04-03,69.98,-0.034225779740546414,-0.03480515735302214
2025-04-02,510500.XSHG,5.893,2025-04-03,5.842,-0.008654335652469092,-0.009249053829967768
2025-04-02,512800.XSHG,0.764,2025-04-03,0.767,0.003926701570680535,0.003324435903141465
2025-04-02,600000.XSHG,10.15,2025-04-03,10.17,0.0019704433497536034,0.0013693512610837288
2025-04-02,601398.XSHG,6.71,2025-04-03,6.75,0.005961251862891315,0.005357765648286161
2025-04-03,512800.XSHG,0.767,2025-04-04,0.743,-0.031290743155150014,-0.03187188152542375
2025-04-03,600000.XSHG,10.17,2025-04-04,9.37,-0.0786627335299902,-0.07921545296951815
2025-04-03,600276.XSHG,50.86,2025-04-04,48.52,-0.0460086511993707,-0.046580960149429695
2025-04-03,601398.XSHG,6.75,2025-04-04,6.62,-0.019259259259259198,-0.019847615437036947
2025-04-03,601857.XSHG,7.91,2025-04-04,7.14,-0.09734513274336287,-0.09788664442477868
2025-04-07,000333.XSHE,64.08,2025-04-08,66.99,0.04541198501872645,0.04478483191479388
2025-04-07,000858.XSHE,123.59,2025-04-08,127.47,0.03139412573832834,0.03077538208835673
2025-04-07,600276.XSHG,48.52,2025-04-08,48.52,0.0,-0.0005999099999999258
2025-04-07,600519.XSHG,1471.17,2025-04-08,1515.3,0.029996533371398293,0.029378628151063513
2025-04-07,601398.XSHG,6.62,2025-04-08,6.68,0.009063444108761365,0.008458096858006137
2025-04-08,159928.XSHE,0.83,2025-04-09,0.842,0.014457831325301207,0.013849247927710806
2025-04-08,600000.XSHG,9.9,2025-04-09,9.72,-0.018181818181818188,-0.018770820727272652
2025-04-08,600104.XSHG,14.55,2025-04-09,15.12,0.039175257731958624,0.0385518461030927
2025-04-08,600340.XSHG,2.01,2025-04-09,2.09,0.03980099502487566,0.03917720800995039
2025-04-08,601857.XSHG,7.49,2025-04-09,7.33,-0.021361815754339153,-0.021948910587449855
2025-04-09,000002.XSHE,7.06,2025-04-10,7.2,0.019830028328611915,0.019218222096317517
2025-04-09,159915.XSHE,1.823,2025-04-10,1.863,0.021941854086670265,0.02132878094898505
2025-04-09,510500.XSHG,5.428,2025-04-10,5.535,0.01971260132645547,0.019100865539793954
2025-04-09,512760.XSHG,1.11,2025-04-10,1.121,0.009909909909909809,0.009304054855855837
2025-04-09,600340.XSHG,2.09,2025-04-10,2.17,0.038277511961722466,0.037654638899521586
2025-04-10,000002.XSHE,7.2,2025-04-11,7.08,-0.01666666666666672,-0.017256578166666592
2025-04-10,000333.XSHE,67.81,2025-04-11,67.24,-0.008405839846630347,-0.009000707099247829
2025-04-10,512800.XSHG,0.742,2025-04-11,0.744,0.0026954177897573484,0.002093890781671215
2025-04-10,600340.XSHG,2.17,2025-04-11,2.19,0.009216589861751112,0.008611150737327211
2025-04-10,601166.XSHG,19.84,2025-04-11,19.83,-0.0005040322580646128,-0.0011036398840725825
2025-04-11,159915.XSHE,1.892,2025-04-12,1.895,0.001585623678646897,0.0009847624471459593
2025-04-11,510500.XSHG,5.573,2025-04-12,5.617,0.00789520904360308,0.007290562628745834
2025-04-11,512760.XSHG,1.17,2025-04-12,1.171,0.0008547008547008517,0.000254278111111228
2025-04-11,600030.XSHG,25.14,2025-04-12,25.01,-0.0051710421638822,-0.005767850003977615
2025-04-11,600036.XSHG,39.79,2025-04-12,39.76,-0.0007539582809751311,-0.0013534159738627372
2025-04-14,510500.XSHG,5.617,2025-04-15,5.594,-0.004094712479971507,-0.004692166021007638
2025-04-14,600000.XSHG,9.88,2025-04-15,10.16,0.028340080971659853,0.02772316947368414
2025-04-14,600104.XSHG,15.42,2025-04-15,15.34,-0.005188067444876765,-0.0057848650713357985
2025-04-14,601398.XSHG,6.73,2025-04-15,6.82,0.013372956909361022,0.012765024338781572
2025-04-14,601857.XSHG,7.48,2025-04-15,7.53,0.006684491978609541,0.006080571885026753
2025-04-15,510300.XSHG,3.766,2025-04-16,3.775,0.0023898035050451405,0.0017884598380246697
2025-04-15,512800.XSHG,0.759,2025-04-16,0.766,0.00922266139657446,0.008617218629775936
2025-04-15,600000.XSHG,10.16,2025-04-16,10.29,0.012795275590551158,0.012187689576771632
2025-04-15,601398.XSHG,6.82,2025-04-16,6.92,0.014662756598240456,0.014054050263929696
2025-04-15,601857.XSHG,7.53,2025-04-16,7.76,0.030544488711819362,0.029926254767596472
2025-04-16,000002.XSHE,7.04,2025-04-17,7.2,0.022727272727272707,0.02211372840909087
2025-04-16,512800.XSHG,0.766,2025-04-17,0.767,0.0013054830287206887,0.0007047898563969923
2025-04-16,600000.XSHG,10.29,2025-04-17,10.43,0.013605442176870763,0.01299737013605462
2025-04-16,601398.XSHG,6.92,2025-04-17,6.91,-0.0014450867052022698,-0.00204412978323687
2025-04-16,601857.XSHG,7.76,2025-04-17,7.77,0.0012886597938144284,0.0006879767139176263
2025-04-17,000002.XSHE,7.2,2025-04-18,7.31,0.015277777777777724,0.014668702486111185
2025-04-17,512760.XSHG,1.17,2025-04-18,1.159,-0.009401709401709368,-0.009995979222222062
2025-04-17,600000.XSHG,10.43,2025-04-18,10.49,0.0057526366251199335,0.005149275560882405
2025-04-17,600340.XSHG,2.27,2025-04-18,2.28,0.004405286343612147,0.0038027335682817576
2025-04-17,600519.XSHG,1539.82,2025-04-18,1535.84,-0.0025847176942759287,-0.0031830770962838484
2025-04-18,000001.XSHE,10.84,2025-04-19,10.69,-0.013837638376383743,-0.014429247038745374
2025-04-18,000002.XSHE,7.31,2025-04-19,7.18,-0.017783857729138153,-0.0183730990150478
2025-04-18,600340.XSHG,2.28,2025-04-19,2.29,0.004385964912280826,0.0037834237280705008
2025-04-18,601166.XSHG,20.44,2025-04-19,20.14,-0.014677103718199636,-0.015268208776907932
2025-04-18,601398.XSHG,7.0,2025-04-19,6.91,-0.01285714285714279,-0.013449339728571319
2025-04-21,000001.XSHE,10.69,2025-04-22,10.7,0.00093545369504211,0.00033498250701602394
2025-04-21,000002.XSHE,7.18,2025-04-22,7.18,0.0,-0.0005999099999999258
2025-04-21,510300.XSHG,3.79,2025-04-22,3.792,0.0005277044854881119,-7.252208970964791e-05
2025-04-21,510500.XSHG,5.632,2025-04-22,5.617,-0.002663352272727182,-0.0032616645010651313
2025-04-21,600340.XSHG,2.29,2025-04-22,2.31,0.008733624454148492,0.008128475065502405
2025-04-22,000002.XSHE,7.18,2025-04-23,7.07,-0.01532033426183832,-0.015911053440111234
2025-04-22,512800.XSHG,0.771,2025-04-23,0.767,-0.005188067444876765,-0.0057848650713357985
2025-04-22,600000.XSHG,10.39,2025-04-23,10.36,-0.002887391722810495,-0.003485569547642009
2025-04-22,600340.XSHG,2.31,2025-04-23,2.25,-0.025974025974025983,-0.026558353896103837
2025-04-22,601398.XSHG,7.01,2025-04-23,6.97,-0.005706134094151216,-0.00630262092724676
2025-04-23,000001.XSHE,10.68,2025-04-24,10.69,0.000936329588014928,0.0003358578745318308
2025-04-23,510300.XSHG,3.796,2025-04-24,3.796,0.0,-0.0005999099999999258
2025-04-23,512010.XSHG,0.351,2025-04-24,0.352,0.002849002849002913,0.002247383703703809
2025-04-23,600276.XSHG,50.91,2025-04-24,50.95,0.0007857002553526282,0.00018531890591244604
2025-04-23,601318.XSHG,49.28,2025-04-24,49.78,0.01014610389610393,0.009540107146915666
2025-04-24,000002.XSHE,7.08,2025-04-25,7.05,-0.004237288135593209,-0.0048346561440677505
2025-04-24,600036.XSHG,40.46,2025-04-25,40.34,-0.002965892239248591,-0.0035640229708352456
2025-04-24,600104.XSHG,15.45,2025-04-25,15.64,0.012297734627831902,0.011690447093851475
2025-04-24,600340.XSHG,2.28,2025-04-25,2.26,-0.00877192982456143,-0.009366577456140224
2025-04-24,600519.XSHG,1522.41,2025-04-25,1520.21,-0.001445077213102941,-0.002044120296831986
2025-04-25,159915.XSHE,1.92,2025-04-26,1.906,-0.007291666666666696,-0.00788720232291662
2025-04-25,512690.XSHG,0.603,2025-04-26,0.601,-0.0033167495854062867,-0.003914669834162443
2025-04-25,600030.XSHG,24.98,2025-04-26,24.91,-0.002802241793434801,-0.0034004707005604873
2025-04-25,600340.XSHG,2.26,2025-04-26,2.14,-0.05309734513274322,-0.05366540150442467
2025-04-25,601318.XSHG,49.89,2025-04-26,49.77,-0.0024052916416115178,-0.003003758683102653
2025-04-28,512760.XSHG,1.152,2025-04-29,1.163,0.00954861111111116,0.008942972803819504
2025-04-28,600000.XSHG,10.42,2025-04-29,10.51,0.008637236084452882,0.008032144520153661
2025-04-28,600036.XSHG,40.59,2025-04-29,40.26,-0.008130081300813163,-0.008725113983739985
2025-04-28,600276.XSHG,49.79,2025-04-29,49.42,-0.007431211086563527,-0.008026663028720571
2025-04-28,601318.XSHG,49.77,2025-04-29,49.57,-0.004018485031143326,-0.004615984301788223
2025-04-29,000333.XSHE,70.78,2025-04-30,70.23,-0.007770556654422167,-0.00836580501977957
2025-04-29,510500.XSHG,5.598,2025-04-30,5.626,0.005001786352268667,0.004398875730618146
2025-04-29,512800.XSHG,0.777,2025-04-30,0.76,-0.02187902187902191,-0.022465806435006397
2025-04-29,600000.XSHG,10.51,2025-04-30,10.64,0.012369172216936342,0.01176184182683171
2025-04-29,600340.XSHG,2.17,2025-04-30,2.39,0.10138248847926268,0.10072175811059925
2025-04-30,000001.XSHE,10.58,2025-05-01,10.63,0.004725897920605071,0.004123152807183672
2025-04-30,512760.XSHG,1.175,2025-05-01,1.192,0.014468085106382977,0.013859495557446921
2025-04-30,600000.XSHG,10.64,2025-05-01,10.84,0.018796992481203034,0.018185805977443792
2025-04-30,600030.XSHG,24.86,2025-05-01,25.29,0.01729686242960571,0.016686575868865683
2025-04-30,600519.XSHG,1517.26,2025-05-01,1520.4,0.0020695200558902282,0.0014683685301135618
2025-05-06,159915.XSHE,1.958,2025-05-07,1.967,0.004596527068437162,0.003993859565883495
2025-05-06,510500.XSHG,5.733,2025-05-07,5.743,0.001744287458573357,0.0011433310430839505
2025-05-06,600000.XSHG,10.84,2025-05-07,11.04,0.01845018450184499,0.01783920605166056
2025-05-06,600030.XSHG,25.29,2025-05-07,25.45,0.00632661130881762,0.005722905911427434
2025-05-06,600036.XSHG,39.65,2025-05-07,40.28,0.015889029003783195,0.015279587016393759
2025-05-07,000001.XSHE,10.69,2025-05-08,10.74,0.00467726847521055,0.004074552535079601
2025-05-07,512800.XSHG,0.771,2025-05-08,0.779,0.01037613488975353,0.00977000014267193
2025-05-07,600036.XSHG,40.28,2025-05-08,41.03,0.018619662363455802,0.018008582241807236
2025-05-07,601166.XSHG,20.1,2025-05-08,20.57,0.023383084577114355,0.022769146830845965
2025-05-07,601398.XSHG,6.97,2025-05-08,6.97,0.0,-0.0005999099999999258
2025-05-08,159915.XSHE,2.001,2025-05-09,1.984,-0.008495752123937939,-0.00909056543728115
2025-05-08,600000.XSHG,11.29,2025-05-09,11.45,0.01417183348095663,0.013563421656333174
2025-05-08,600036.XSHG,41.03,2025-05-09,41.68,0.01584206678040445,0.015232652966122195
2025-05-08,600340.XSHG,2.53,2025-05-09,2.41,-0.04743083003952553,-0.048002285810276435
2025-05-08,601166.XSHG,20.57,2025-05-09,21.12,0.02673796791443861,0.026122017540107123
2025-05-09,000333.XSHE,72.31,2025-05-10,73.05,0.0102337159452357,0.009627666636703225
2025-05-09,512800.XSHG,0.789,2025-05-10,0.791,0.0025348542458809575,0.0019334235614703044
2025-05-09,600000.XSHG,11.45,2025-05-10,11.37,-0.006986899563318771,-0.0075826180524016795
2025-05-09,600036.XSHG,41.68,2025-05-10,41.98,0.007197696737044179,0.0065934687667947856
2025-05-09,601166.XSHG,21.12,2025-05-10,21.29,0.008049242424242431,0.007444503603219799
2025-05-12,000333.XSHE,73.05,2025-05-13,73.56,0.006981519507186951,0.006377421223819457
2025-05-12,600030.XSHG,26.07,2025-05-13,25.86,-0.008055235903337232,-0.00865031348676637
2025-05-12,600036.XSHG,41.98,2025-05-13,42.71,0.017389232968080037,0.016778890993330187
2025-05-12,600340.XSHG,2.55,2025-05-13,2.61,0.0235294117647058,0.02291538623529399
2025-05-12,601166.XSHG,21.29,2025-05-13,21.55,0.012212306247064486,0.011605069962423942
2025-05-13,000001.XSHE,10.95,2025-05-14,11.08,0.01187214611872145,0.011265113899543433
2025-05-13,512800.XSHG,0.803,2025-05-14,0.81,0.008717310087173136,0.008112170485678805
2025-05-13,600000.XSHG,11.72,2025-05-14,11.79,0.0059726962457336,0.005369203165528802
2025-05-13,600036.XSHG,42.71,2025-05-14,42.95,0.00561929290564267,0.005016011835635714
2025-05-13,600340.XSHG,2.61,2025-05-14,2.65,0.015325670498084198,0.014716566475095894
2025-05-14,600030.XSHG,26.83,2025-05-15,26.35,-0.017890421170331572,-0.01847959852776715
2025-05-14,600276.XSHG,52.71,2025-05-15,53.5,0.014987668374122576,0.014378767121988378
2025-05-14,600519.XSHG,1603.56,2025-05-15,1600.64,-0.0018209483898324885,-0.0024197659846838526
2025-05-14,601166.XSHG,21.91,2025-05-15,21.87,-0.0018256503879506836,-0.0024244651620264346
2025-05-14,601318.XSHG,53.15,2025-05-15,52.73,-0.007902163687676378,-0.008497333100658366
2025-05-15,600000.XSHG,11.93,2025-05-16,11.74,-0.01592623637887669,-0.016516592070410563
2025-05-15,600036.XSHG,43.06,2025-05-16,42.43,-0.014630747793776155,-0.015221880661867138
2025-05-15,600104.XSHG,16.63,2025-05-16,16.8,0.010222489476849228,0.009616446903187192
2025-05-15,600276.XSHG,53.5,2025-05-16,53.66,0.0029906542056075125,0.0023889500822429355
2025-05-15,601398.XSHG,7.12,2025-05-16,7.02,-0.014044943820224809,-0.014636428117977607
2025-05-16,000333.XSHE,73.07,2025-05-17,74.0,0.012727521554673604,0.01211997618721794
2025-05-16,512010.XSHG,0.363,2025-05-17,0.363,0.0,-0.0005999099999999258
2025-05-16,600104.XSHG,16.8,2025-05-17,16.59,-0.012500000000000067,-0.013092411125000036
2025-05-16,600276.XSHG,53.66,2025-05-17,53.26,-0.007454342154304849,-0.008049780219902991
2025-05-16,600340.XSHG,2.83,2025-05-17,3.11,0.09893992932862195,0.09828066427561843
2025-05-19,000333.XSHE,74.0,2025-05-20,75.04,0.014054054054054133,0.01344571288648666
2025-05-19,510500.XSHG,5.725,2025-05-20,5.749,0.004192139737991374,0.0035897148314412153
2025-05-19,512760.XSHG,1.14,2025-05-20,1.145,0.004385964912280826,0.0037834237280705008
2025-05-19,601318.XSHG,51.8,2025-05-20,52.17,0.0071428571428573395,0.006538662071428947
2025-05-19,601857.XSHG,7.95,2025-05-20,7.97,0.002515723270440251,0.0019143040628930574
2025-05-20,000333.XSHE,75.04,2025-05-21,75.17,0.0017324093816630803,0.0011314600919509754
2025-05-20,000858.XSHE,125.88,2025-05-21,126.0,0.0009532888465204614,0.00035280695900863357
2025-05-20,600000.XSHG,11.91,2025-05-21,11.91,0.0,-0.0005999099999999258
2025-05-20,600519.XSHG,1555.51,2025-05-21,1550.58,-0.0031693785317998824,-0.0037673871899247535
2025-05-20,601318.XSHG,52.17,2025-05-21,52.34,0.0032585777266629368,0.0026567128732988277
2025-05-21,512010.XSHG,0.371,2025-05-22,0.369,-0.005390835579514808,-0.005987511563342318
2025-05-21,512800.XSHG,0.806,2025-05-22,0.813,0.008684863523573005,0.008079743387096494
2025-05-21,600104.XSHG,16.77,2025-05-22,17.05,0.016696481812760844,0.01608655542635673
2025-05-21,600276.XSHG,55.74,2025-05-22,55.4,-0.006099748833871654,-0.006695999533548713
2025-05-21,601318.XSHG,52.34,2025-05-22,52.33,-0.0001910584638900037,-0.0007908538460068559
2025-05-22,000001.XSHE,11.2,2025-05-23,11.11,-0.008035714285714257,-0.00863080358035706
2025-05-22,000333.XSHE,75.7,2025-05-23,75.25,-0.005944517833553542,-0.006540861657859942
