date_buy,symbol,px_buy,date_sell,px_sell,ret_gross,ret_net
2024-09-02,000333.XSHE,62.22,2024-09-03,62.93,0.011411121825779524,0.010804366179685054
2024-09-02,512800.XSHG,0.628,2024-09-03,0.617,-0.017515923566879033,-0.018105325589171994
2024-09-02,600000.XSHG,8.14,2024-09-03,8.01,-0.01597051597051602,-0.016560845098280152
2024-09-02,601398.XSHG,5.7,2024-09-03,5.53,-0.029824561403508754,-0.030406579350877094
2024-09-02,601857.XSHG,8.52,2024-09-03,8.24,-0.032863849765258135,-0.03344404441314541
2024-09-03,000002.XSHE,6.52,2024-09-04,6.46,-0.009202453987730008,-0.009796843343558126
2024-09-03,000333.XSHE,62.93,2024-09-04,62.46,-0.007468615922453514,-0.008064045425075439
2024-09-03,159928.XSHE,0.709,2024-09-04,0.703,-0.008462623413258097,-0.009057456600846225
2024-09-03,512690.XSHG,0.533,2024-09-04,0.528,-0.009380863039399667,-0.009975145365853644
2024-09-03,600276.XSHG,44.42,2024-09-04,44.35,-0.0015758667266997373,-0.0021748313484916126
2024-09-04,159915.XSHE,1.525,2024-09-05,1.536,0.00721311475409836,0.006608877534426183
2024-09-04,510500.XSHG,4.579,2024-09-05,4.599,0.004367765887748565,0.003765235621314922
2024-09-04,600000.XSHG,8.08,2024-09-05,8.08,0.0,-0.0005999099999999258
2024-09-04,600030.XSHG,18.8,2024-09-05,18.79,-0.0005319148936171469,-0.0011315057925532779
2024-09-04,600276.XSHG,44.35,2024-09-05,44.84,0.01104847801578357,0.010441939923337307
2024-09-05,159915.XSHE,1.536,2024-09-06,1.508,-0.01822916666666663,-0.018818140807291606
2024-09-05,600104.XSHG,12.09,2024-09-06,12.22,0.010752688172043001,0.010146327526881826
2024-09-05,600276.XSHG,44.84,2024-09-06,44.24,-0.01338090990187335,-0.013972792560213998
2024-09-05,600340.XSHG,1.09,2024-09-06,1.07,-0.01834862385321101,-0.018937526330275123
2024-09-05,601318.XSHG,41.52,2024-09-06,41.36,-0.003853564547206201,-0.0044511627552986655
2024-09-06,600000.XSHG,8.18,2024-09-07,8.13,-0.006112469437652646,-0.006708712506112269
2024-09-06,600036.XSHG,29.95,2024-09-07,28.99,-0.0320534223706177,-0.03263410320200322
2024-09-06,600104.XSHG,12.22,2024-09-07,12.08,-0.011456628477905073,-0.012049665531914888
2024-09-06,600837.XSHG,8.75,2024-09-07,8.75,0.0,-0.0005999099999999258
2024-09-06,601398.XSHG,5.41,2024-09-07,5.38,-0.005545286506469571,-0.0061418698336414
2024-09-09,159915.XSHE,1.513,2024-09-10,1.512,-0.0006609385327164263,-0.001260452029081205
2024-09-09,510500.XSHG,4.504,2024-09-10,4.502,-0.000444049733570151,-0.001043693343694363
2024-09-09,512010.XSHG,0.316,2024-09-10,0.314,-0.006329113924050667,-0.006925227025316394
2024-09-09,512760.XSHG,0.723,2024-09-10,0.729,0.008298755186721962,0.007693866680497985
2024-09-09,600030.XSHG,18.67,2024-09-10,18.57,-0.005356186395286677,-0.00595288316550624
2024-09-10,000333.XSHE,57.95,2024-09-11,58.82,0.015012942191544365,0.014404025777394303
2024-09-10,512760.XSHG,0.729,2024-09-11,0.726,-0.004115226337448541,-0.004712667572016382
2024-09-10,512800.XSHG,0.609,2024-09-11,0.595,-0.02298850574712641,-0.0235746247126436
2024-09-10,600000.XSHG,8.25,2024-09-11,8.01,-0.029090909090909167,-0.029673367163636333
2024-09-10,601857.XSHG,7.47,2024-09-11,7.33,-0.018741633199464536,-0.01933029990629176
2024-09-11,000333.XSHE,58.82,2024-09-12,59.49,0.011390683441006466,0.010783940056103392
2024-09-11,159915.XSHE,1.528,2024-09-12,1.525,-0.0019633507853403787,-0.0025620829515706767
2024-09-11,512010.XSHG,0.315,2024-09-12,0.311,-0.012698412698412764,-0.013290704793650798
2024-09-11,600030.XSHG,18.69,2024-09-12,18.57,-0.006420545746388506,-0.0070166039967897165
2024-09-11,600276.XSHG,45.27,2024-09-12,44.81,-0.01016125469405793,-0.01075506885575439
2024-09-12,000001.XSHE,9.24,2024-09-13,9.2,-0.0043290043290044045,-0.004926317316017337
2024-09-12,000333.XSHE,59.49,2024-09-13,60.58,0.018322407127248308,0.01771150533198873
2024-09-12,600000.XSHG,8.22,2024-09-13,8.1,-0.014598540145985495,-0.015189692335766503
2024-09-12,601166.XSHG,15.32,2024-09-13,15.26,-0.003916449086161955,-0.004514009569190569
2024-09-12,601857.XSHG,7.41,2024-09-13,7.47,0.008097165991902688,0.007492398421052648
2024-09-13,000333.XSHE,60.58,2024-09-14,62.24,0.027401782766589777,0.026785434163090427
2024-09-13,512010.XSHG,0.31,2024-09-14,0.309,-0.003225806451612856,-0.0038237812580643737
2024-09-13,512800.XSHG,0.597,2024-09-14,0.604,0.011725293132328396,0.011118349011725481
2024-09-13,600036.XSHG,29.33,2024-09-14,29.82,0.01670644391408116,0.016096511551312753
2024-09-13,601318.XSHG,41.01,2024-09-14,41.79,0.019019751280175523,0.018408431141185178
2024-09-18,000002.XSHE,6.49,2024-09-19,6.77,0.04314329738058542,0.042517505285053936
2024-09-18,000333.XSHE,62.24,2024-09-19,62.27,0.00048200514138829753,-0.00011819401831614229
2024-09-18,600036.XSHG,29.82,2024-09-19,29.54,-0.009389671361502372,-0.009983948403755827
2024-09-18,600104.XSHG,11.72,2024-09-19,11.77,0.00426621160409546,0.0036637422610921178
2024-09-18,601318.XSHG,41.79,2024-09-19,42.1,0.007418042593922092,0.006813682435989454
2024-09-19,000002.XSHE,6.77,2024-09-20,6.89,0.017725258493352936,0.01711471493353023
2024-09-19,000333.XSHE,62.27,2024-09-20,63.01,0.011883732134253977,0.011276692964509394
2024-09-19,000858.XSHE,105.97,2024-09-20,105.37,-0.005661979805605344,-0.006258493127300091
2024-09-19,159928.XSHE,0.673,2024-09-20,0.67,-0.004457652303120341,-0.005054888112927092
2024-09-19,512690.XSHG,0.498,2024-09-20,0.499,0.002008032128514081,0.0014069174899598025
2024-09-20,000002.XSHE,6.89,2024-09-21,6.93,0.005805515239477588,0.005202122452830249
2024-09-20,000333.XSHE,63.01,2024-09-21,64.48,0.023329630217425956,0.022715724538962423
2024-09-20,512690.XSHG,0.499,2024-09-21,0.5,0.002004008016031955,0.0014028957915832585
2024-09-20,600340.XSHG,1.07,2024-09-21,1.06,-0.009345794392523366,-0.009940097757009325
2024-09-20,601166.XSHG,15.53,2024-09-21,15.82,0.018673535093367777,0.01806242265293001
2024-09-23,000002.XSHE,6.93,2024-09-24,7.12,0.027417027417027562,0.02680066966810979
2024-09-23,000333.XSHE,64.48,2024-09-24,64.9,0.006513647642679921,0.005909830040322639
2024-09-23,512800.XSHG,0.618,2024-09-24,0.643,0.04045307443365709,0.03982889622977348
2024-09-23,600036.XSHG,30.09,2024-09-24,31.76,0.055500166168162224,0.05486696106347644
2024-09-23,601166.XSHG,15.82,2024-09-24,16.41,0.03729456384323648,0.03667228046144144
2024-09-24,000858.XSHE,115.01,2024-09-25,116.67,0.014433527519346123,0.013824958701852186
2024-09-24,159915.XSHE,1.587,2024-09-25,1.61,0.01449275362318847,0.013884149275362523
2024-09-24,512690.XSHG,0.53,2024-09-25,0.533,0.005660377358490676,0.005057071641509481
2024-09-24,600030.XSHG,20.48,2024-09-25,20.81,0.01611328125,0.015503704731445467
2024-09-24,600519.XSHG,1325.49,2024-09-25,1350.98,0.019230624146542086,0.01861917750281039
2024-09-25,000002.XSHE,7.31,2024-09-26,8.04,0.09986320109439117,0.09920338216142266
2024-09-25,000333.XSHE,66.88,2024-09-26,70.17,0.04919258373205748,0.04856316260915072
2024-09-25,600000.XSHG,9.21,2024-09-26,9.55,0.036916395222584164,0.03629433870792642
2024-09-25,600104.XSHG,12.5,2024-09-26,13.15,0.052000000000000046,0.051368894680000166
2024-09-25,600340.XSHG,1.13,2024-09-26,1.24,0.09734513274336298,0.09668682442477894
2024-09-26,000002.XSHE,8.04,2024-09-27,8.84,0.09950248756218905,0.0988428850248757
2024-09-26,000858.XSHE,128.33,2024-09-27,141.17,0.10005454687134718,0.09939461314813358
2024-09-26,159928.XSHE,0.785,2024-09-27,0.849,0.08152866242038215,0.08087984256050951
2024-09-26,512690.XSHG,0.586,2024-09-27,0.645,0.10068259385665534,0.10002228336177477
2024-09-26,600340.XSHG,1.24,2024-09-27,1.36,0.09677419354838723,0.09611622774193562
2024-09-27,159915.XSHE,1.86,2024-09-28,2.232,0.19999999999999996,0.19928010800000018
2024-09-27,510500.XSHG,5.404,2024-09-28,5.898,0.09141376757957054,0.09075901754626203
2024-09-27,512010.XSHG,0.363,2024-09-28,0.399,0.09917355371900838,0.09851414851239682
2024-09-27,512690.XSHG,0.645,2024-09-28,0.71,0.10077519379844957,0.10011482775193792
2024-09-27,600340.XSHG,1.36,2024-09-28,1.5,0.10294117647058809,0.10227951102941168
2024-09-30,159915.XSHE,2.232,2024-10-01,2.678,0.19982078853046592,0.19910100404121867
2024-09-30,512010.XSHG,0.399,2024-10-01,0.439,0.10025062656641603,0.09959057521303283
2024-09-30,600104.XSHG,14.55,2024-10-01,14.83,0.019243986254295464,0.018632531594501733
2024-09-30,601318.XSHG,54.59,2024-10-01,59.03,0.08133357757831106,0.0806848747517861
2024-09-30,601857.XSHG,8.77,2024-10-01,9.08,0.03534777651083254,0.03472666102622601
2024-10-08,159915.XSHE,2.678,2024-10-09,2.242,-0.16280806572068707,-0.16331030553398052
2024-10-08,512010.XSHG,0.439,2024-10-09,0.4,-0.08883826879271062,-0.08938488382687904
2024-10-08,512760.XSHG,0.989,2024-10-09,1.088,0.10010111223458051,0.09944115057633995
2024-10-08,600030.XSHG,29.43,2024-10-09,29.85,0.014271151885830946,0.013662680479103129
2024-10-08,600837.XSHG,8.75,2024-10-09,8.75,0.0,-0.0005999099999999258
2024-10-09,510500.XSHG,5.768,2024-10-10,5.695,-0.012656033287101187,-0.013248350806171927
2024-10-09,512760.XSHG,1.088,2024-10-10,1.051,-0.03400735294117663,-0.034586861590073625
2024-10-09,600030.XSHG,29.85,2024-10-10,27.29,-0.08576214405360139,-0.08631060448576222
2024-10-09,600837.XSHG,8.75,2024-10-10,9.63,0.10057142857142876,0.09991118476571437
2024-10-09,601398.XSHG,5.8,2024-10-10,6.02,0.037931034482758585,0.03730836927586201
2024-10-10,000001.XSHE,11.62,2024-10-11,11.36,-0.022375215146299476,-0.022961702030981024
2024-10-10,512800.XSHG,0.706,2024-10-11,0.698,-0.011331444759206777,-0.011924556912181195
2024-10-10,600036.XSHG,37.12,2024-10-11,36.84,-0.00754310344827569,-0.008138488265086008
2024-10-10,601398.XSHG,6.02,2024-10-11,6.02,0.0,-0.0005999099999999258
2024-10-10,601857.XSHG,8.5,2024-10-11,8.46,-0.004705882352941115,-0.005302969247058642
2024-10-11,000002.XSHE,9.1,2024-10-12,9.34,0.026373626373626502,0.02575789457142874
2024-10-11,600030.XSHG,27.7,2024-10-12,27.01,-0.024909747292418682,-0.02549471368592049
2024-10-11,600837.XSHG,10.59,2024-10-12,11.65,0.10009442870632679,0.09943447105760161
2024-10-11,601318.XSHG,55.02,2024-10-12,56.1,0.019629225736095934,0.019017539967284725
2024-10-11,601398.XSHG,6.02,2024-10-12,6.21,0.031561461794020085,0.03094261775747542
2024-10-14,000333.XSHE,75.36,2024-10-15,72.5,-0.03795116772823781,-0.038528310443205926
2024-10-14,510500.XSHG,5.601,2024-10-15,5.461,-0.024995536511337235,-0.02558045143902865
2024-10-14,512760.XSHG,1.019,2024-10-15,1.001,-0.017664376840039298,-0.0182536898037291
2024-10-14,512800.XSHG,0.723,2024-10-15,0.706,-0.023513139695712337,-0.024098943928077432
2024-10-14,601166.XSHG,18.78,2024-10-15,18.49,-0.015441959531416583,-0.01603260574547405
2024-10-15,000001.XSHE,11.54,2024-10-16,11.69,0.01299826689774708,0.012390559107452459
2024-10-15,000002.XSHE,9.2,2024-10-16,10.0,0.0869565217391306,0.08630444565217399
2024-10-15,600030.XSHG,26.28,2024-10-16,25.97,-0.011796042617960523,-0.012388876054033493
2024-10-15,600837.XSHG,10.8,2024-10-16,11.62,0.07592592592592573,0.07528046720370374
2024-10-15,601166.XSHG,18.49,2024-10-16,19.07,0.03136830719307748,0.030749579031909224
2024-10-16,000002.XSHE,10.0,2024-10-17,9.21,-0.07899999999999996,-0.07955251710999989
2024-10-16,512800.XSHG,0.726,2024-10-17,0.716,-0.01377410468319562,-0.014365751460055032
2024-10-16,600340.XSHG,1.56,2024-10-17,1.47,-0.05769230769230771,-0.058257607499999975
2024-10-16,600837.XSHG,11.62,2024-10-17,12.57,0.08175559380378661,0.08110663780550786
2024-10-16,601166.XSHG,19.07,2024-10-17,18.7,-0.019402202412165725,-0.019990472836916573
2024-10-17,000001.XSHE,11.59,2024-10-18,11.67,0.00690250215703192,0.006298451276962824
2024-10-17,600276.XSHG,49.04,2024-10-18,50.3,0.02569331158238164,0.025077987907830446
2024-10-17,600837.XSHG,12.57,2024-10-18,13.35,0.06205250596658707,0.061415370047732676
2024-10-17,601398.XSHG,6.04,2024-10-18,6.07,0.004966887417218624,0.004363997731788416
2024-10-17,601857.XSHG,8.12,2024-10-18,8.3,0.022167487684729315,0.021554279187192327
2024-10-18,159915.XSHE,2.156,2024-10-19,2.167,0.005102040816326481,0.0044990700510203485
2024-10-18,510500.XSHG,5.644,2024-10-19,5.699,0.009744861800141669,0.009139105760099131
2024-10-18,512760.XSHG,1.078,2024-10-19,1.122,0.04081632653061229,0.04019193040816349
2024-10-18,600030.XSHG,27.45,2024-10-19,27.01,-0.016029143897996256,-0.016619437854280328
2024-10-18,600837.XSHG,13.35,2024-10-19,12.4,-0.07116104868913853,-0.07171826846441931
2024-10-21,159915.XSHE,2.167,2024-10-22,2.175,0.00369173973234882,0.00308961502076599
2024-10-21,159928.XSHE,0.818,2024-10-22,0.828,0.012224938875305735,0.011617695012225093
2024-10-21,510500.XSHG,5.699,2024-10-22,5.751,0.00912440779084056,0.008519023967362926
2024-10-21,512690.XSHG,0.616,2024-10-22,0.626,0.016233766233766156,0.015624117435065088
2024-10-21,512760.XSHG,1.122,2024-10-22,1.104,-0.016042780748663166,-0.016633066524064155
2024-10-22,000002.XSHE,9.24,2024-10-23,9.33,0.009740259740259827,0.009134506461039082
2024-10-22,000333.XSHE,72.97,2024-10-23,72.86,-0.0015074688228038369,-0.002106474477182263
2024-10-22,000858.XSHE,138.97,2024-10-23,141.92,0.021227603079801316,0.020614958428437857
2024-10-22,512690.XSHG,0.626,2024-10-23,0.635,0.01437699680511173,0.013768461900958595
2024-10-22,600104.XSHG,13.05,2024-10-23,13.38,0.025287356321838983,0.024672276183908215
2024-10-23,000858.XSHE,141.92,2024-10-24,139.94,-0.013951521984216342,-0.014543062326662692
2024-10-23,159928.XSHE,0.836,2024-10-24,0.823,-0.015550239234449759,-0.01614082049043053
2024-10-23,512690.XSHG,0.635,2024-10-24,0.622,-0.020472440944881876,-0.021060069322834662
2024-10-23,600104.XSHG,13.38,2024-10-24,13.11,-0.020179372197309475,-0.02076717639013448
2024-10-23,601398.XSHG,5.89,2024-10-24,5.91,0.00339558573853993,0.0027936386926996626
2024-10-24,512760.XSHG,1.089,2024-10-25,1.097,0.007346189164370909,0.006741872112029368
2024-10-24,600340.XSHG,1.53,2024-10-25,1.55,0.013071895424836555,0.012464143464052446
2024-10-24,600837.XSHG,12.13,2024-10-25,11.88,-0.0206100577081616,-0.0211976035284418
2024-10-24,601318.XSHG,56.47,2024-10-25,56.08,-0.00690632194085361,-0.007502088769257953
2024-10-24,601857.XSHG,8.21,2024-10-25,8.16,-0.006090133982947665,-0.006686390450669877
2024-10-25,512010.XSHG,0.382,2024-10-26,0.385,0.007853403141361293,0.007248781806282967
2024-10-25,512760.XSHG,1.097,2024-10-26,1.095,-0.001823154056517784,-0.0024219703281675997
2024-10-25,600104.XSHG,13.28,2024-10-26,13.38,0.0075301204819278045,0.0069256930873495826
2024-10-25,600276.XSHG,47.83,2024-10-26,48.42,0.012335354380096142,0.011728044277649952
2024-10-25,600340.XSHG,1.55,2024-10-26,1.71,0.10322580645161294,0.10256397025806474
2024-10-28,512010.XSHG,0.385,2024-10-29,0.378,-0.018181818181818188,-0.018770820727272652
2024-10-28,512690.XSHG,0.644,2024-10-29,0.627,-0.026397515527950333,-0.026981589394409866
2024-10-28,512760.XSHG,1.095,2024-10-29,1.093,-0.0018264840182647957,-0.0024252982922373656
2024-10-28,600276.XSHG,48.42,2024-10-29,48.01,-0.008467575382073544,-0.009062405598926015
2024-10-28,600340.XSHG,1.71,2024-10-29,1.88,0.09941520467836251,0.098755654502924
2024-10-29,512760.XSHG,1.093,2024-10-30,1.076,-0.015553522415370447,-0.01614410170173819
2024-10-29,600276.XSHG,48.01,2024-10-30,47.03,-0.020412414080399843,-0.021000078469068817
2024-10-29,600340.XSHG,1.88,2024-10-30,2.07,0.10106382978723394,0.10040329058510644
2024-10-29,600837.XSHG,12.07,2024-10-30,11.87,-0.016570008285004212,-0.017159977771333823
2024-10-29,601857.XSHG,7.97,2024-10-30,7.88,-0.01129234629861986,-0.011885481907151774
2024-10-30,510500.XSHG,5.838,2024-10-31,5.903,0.01113394998287065,0.010527360614936532
2024-10-30,512760.XSHG,1.076,2024-10-31,1.099,0.021375464684014744,0.020762731328996198
2024-10-30,600104.XSHG,13.11,2024-10-31,12.8,-0.023646071700991533,-0.02423179618611726
2024-10-30,600519.XSHG,1479.42,2024-10-31,1475.35,-0.002751078125211359,-0.0033493377259331547
2024-10-30,600837.XSHG,11.87,2024-10-31,11.79,-0.006739679865206405,-0.007335546663858383
2024-10-31,000333.XSHE,68.13,2024-11-01,68.92,0.011595479230882333,0.010988612986936985
2024-10-31,510500.XSHG,5.903,2024-11-01,5.85,-0.008978485515839352,-0.009573009232593521
2024-10-31,512760.XSHG,1.099,2024-11-01,1.057,-0.03821656050955413,-0.03879354401273882
2024-10-31,600276.XSHG,46.43,2024-11-01,47.39,0.020676286883480444,0.020063972972216293
2024-10-31,600340.XSHG,2.28,2024-11-01,2.51,0.10087719298245612,0.10021676574561411
2024-11-01,000333.XSHE,68.92,2024-11-02,69.48,0.008125362739408004,0.007520578253046972
2024-11-01,000858.XSHE,141.34,2024-11-02,141.99,0.004598839677373734,0.003996170787462949
2024-11-01,512800.XSHG,0.696,2024-11-02,0.699,0.004310344827586299,0.003707849008620867
2024-11-01,600036.XSHG,36.43,2024-11-02,37.14,0.019489431786988698,0.018877829881965402
2024-11-01,600276.XSHG,47.39,2024-11-02,47.82,0.00907364422874024,0.008468290858831162
2024-11-04,000333.XSHE,69.48,2024-11-05,69.76,0.004029936672423684,0.003427609073114679
2024-11-04,512760.XSHG,1.075,2024-11-05,1.127,0.04837209302325585,0.04774316412093049
2024-11-04,600030.XSHG,28.58,2024-11-05,29.97,0.0486354093771868,0.04800632250874748
2024-11-04,600036.XSHG,37.14,2024-11-05,37.46,0.008616047388260606,0.008010968535272056
2024-11-04,600104.XSHG,13.1,2024-11-05,13.2,0.007633587786259444,0.007029098320610716
2024-11-05,512690.XSHG,0.647,2024-11-06,0.643,-0.0061823802163832875,-0.006778581344667689
2024-11-05,600030.XSHG,29.97,2024-11-06,30.57,0.020020020020020013,0.019408099809809842
2024-11-05,600036.XSHG,37.46,2024-11-06,36.96,-0.013347570742124892,-0.013939473400960911
2024-11-05,600104.XSHG,13.2,2024-11-06,13.21,0.0007575757575759567,0.00015721128030321552
2024-11-05,600276.XSHG,48.5,2024-11-06,48.57,0.0014432989690722486,0.000842523119587657
2024-11-06,000002.XSHE,9.5,2024-11-07,9.89,0.04105263157894745,0.04042809369473699
2024-11-06,600030.XSHG,30.57,2024-11-07,33.62,0.09977101733725857,0.09911125370624774
2024-11-06,600104.XSHG,13.21,2024-11-07,13.49,0.021196063588190706,0.020583437857683684
2024-11-06,601166.XSHG,17.51,2024-11-07,18.07,0.0319817247287264,0.03136262857224459
2024-11-06,601857.XSHG,8.03,2024-11-07,8.12,0.011207970112079746,0.010601336338729839
2024-11-07,000858.XSHE,155.02,2024-11-08,149.51,-0.03554380079989694,-0.03612238771835896
2024-11-07,512690.XSHG,0.706,2024-11-08,0.678,-0.03966005665722372,-0.040236174192634366
2024-11-07,600030.XSHG,33.62,2024-11-08,34.3,0.020226055919095876,0.019614012105889644
2024-11-07,600837.XSHG,12.85,2024-11-08,12.48,-0.028793774319066046,-0.02937641064591423
2024-11-07,601318.XSHG,59.13,2024-11-08,57.46,-0.028242854726873046,-0.02882582155589386
2024-11-08,000333.XSHE,69.23,2024-11-09,68.3,-0.013433482594251145,-0.014025333713708066
2024-11-08,512760.XSHG,1.184,2024-11-09,1.26,0.06418918918918926,0.06355077145270283
2024-11-08,600276.XSHG,49.32,2024-11-09,49.25,-0.0014193025141929771,-0.002018361060421636
2024-11-08,601398.XSHG,5.86,2024-11-09,5.8,-0.010238907849829393,-0.010832675426621141
2024-11-08,601857.XSHG,8.02,2024-11-09,7.86,-0.01995012468827917,-0.020538066408977373
2024-11-11,159915.XSHE,2.349,2024-11-12,2.345,-0.001702852277564948,-0.002301740719454992
2024-11-11,510500.XSHG,6.328,2024-11-12,6.269,-0.009323640960809176,-0.009917957615360296
2024-11-11,512760.XSHG,1.26,2024-11-12,1.23,-0.023809523809523836,-0.02439515023809513
2024-11-11,600030.XSHG,34.3,2024-11-12,33.37,-0.027113702623906666,-0.02769734684256553
2024-11-11,600104.XSHG,13.76,2024-11-12,15.13,0.0995639534883721,0.09890431407703493
2024-11-12,000333.XSHE,69.05,2024-11-13,70.02,0.014047791455467085,0.013439454044895216
2024-11-12,512010.XSHG,0.402,2024-11-13,0.399,-0.007462686567164201,-0.008058119626865645
2024-11-12,600104.XSHG,15.13,2024-11-13,16.64,0.09980171844018515,0.09914193639127578
2024-11-12,600340.XSHG,3.26,2024-11-13,2.94,-0.09815950920245398,-0.09870053233128828
2024-11-12,601857.XSHG,7.78,2024-11-13,7.84,0.007712082262210762,0.007107545706940943
2024-11-13,000333.XSHE,70.02,2024-11-14,70.25,0.0032847757783491804,0.0026828952085120594
2024-11-13,159915.XSHE,2.372,2024-11-14,2.288,-0.03541315345699836,-0.035991818752107885
2024-11-13,510300.XSHG,4.102,2024-11-14,4.033,-0.016821062896148153,-0.017410881772305986
2024-11-13,600104.XSHG,16.64,2024-11-14,16.63,-0.0006009615384616751,-0.0012005110156251275
2024-11-13,601318.XSHG,55.58,2024-11-14,55.4,-0.0032385750269880997,-0.0038365421734435357
2024-11-14,000333.XSHE,70.25,2024-11-15,68.92,-0.01893238434163702,-0.019520936614946582
2024-11-14,512800.XSHG,0.693,2024-11-15,0.692,-0.0014430014430014682,-0.0020420457720057295
2024-11-14,600000.XSHG,9.37,2024-11-15,9.26,-0.011739594450373425,-0.012332461750266699
2024-11-14,601398.XSHG,5.83,2024-11-15,5.81,-0.0034305317324185847,-0.0040283837221268826
2024-11-14,601857.XSHG,7.81,2024-11-15,7.81,0.0,-0.0005999099999999258
2024-11-15,512800.XSHG,0.692,2024-11-16,0.705,0.018786127167630173,0.018174947182080903
2024-11-15,600000.XSHG,9.26,2024-11-16,9.54,0.030237580993520474,0.02961953116630678
2024-11-15,600104.XSHG,17.18,2024-11-16,18.26,0.06286379511059392,0.06222617249126916
2024-11-15,601398.XSHG,5.81,2024-11-16,5.94,0.0223752151462997,0.021761882030981283
2024-11-15,601857.XSHG,7.81,2024-11-16,7.92,0.014084507042253502,0.013476147605633981
2024-11-18,600000.XSHG,9.54,2024-11-19,9.5,-0.004192872117400381,-0.004790266771488416
2024-11-18,600340.XSHG,2.6,2024-11-19,2.86,0.09999999999999987,0.09934009899999996
2024-11-18,601166.XSHG,17.69,2024-11-19,17.51,-0.010175240248728068,-0.010769046020350337
2024-11-18,601398.XSHG,5.94,2024-11-19,5.9,-0.006734006734006703,-0.0073298769360268246
2024-11-18,601857.XSHG,7.92,2024-11-19,7.9,-0.002525252525252486,-0.0031236476010100267
2024-11-19,159915.XSHE,2.215,2024-11-20,2.223,0.0036117381489841893,0.0030096614311512226
2024-11-19,510300.XSHG,3.968,2024-11-20,3.978,0.002520161290322731,0.0019187394203632469
2024-11-19,510500.XSHG,5.926,2024-11-20,5.986,0.010124873439081972,0.009518889426257227
2024-11-19,600030.XSHG,30.78,2024-11-20,31.22,0.01429499675113699,0.013686511039636029
2024-11-19,600340.XSHG,2.86,2024-11-20,2.94,0.027972027972027913,0.02735533727272732
2024-11-20,159915.XSHE,2.223,2024-11-21,2.223,0.0,-0.0005999099999999258
2024-11-20,510500.XSHG,5.986,2024-11-21,5.981,-0.0008352823254259567,-0.0014346912312059867
2024-11-20,600030.XSHG,31.22,2024-11-21,31.36,0.004484304932735439,0.0038817047533634685
2024-11-20,600104.XSHG,17.06,2024-11-21,18.19,0.06623681125439651,0.06559716512895686
2024-11-20,600340.XSHG,2.94,2024-11-21,2.88,-0.020408163265306145,-0.020995830204081578
2024-11-21,159915.XSHE,2.223,2024-11-22,2.136,-0.039136302294196956,-0.03971273403508757
2024-11-21,512760.XSHG,1.141,2024-11-22,1.094,-0.04119193689745826,-0.04176713544259403
2024-11-21,600030.XSHG,31.36,2024-11-22,29.83,-0.04878826530612246,-0.04935890673788257
2024-11-21,600104.XSHG,18.19,2024-11-22,17.89,-0.016492578339747155,-0.017082594277075258
2024-11-21,600340.XSHG,2.88,2024-11-22,2.93,0.01736111111111116,0.016750786006944685
2024-11-22,512800.XSHG,0.683,2024-11-23,0.684,0.0014641288433381305,0.0008633404978037884
2024-11-22,600104.XSHG,17.89,2024-11-23,19.4,0.08440469536053641,0.08375415013974274
2024-11-22,600276.XSHG,48.1,2024-11-23,47.59,-0.01060291060291052,-0.011196459810810633
2024-11-22,600340.XSHG,2.93,2024-11-23,2.73,-0.06825938566552903,-0.06881834617747429
2024-11-25,000333.XSHE,67.15,2024-11-26,67.35,0.0029784065524942616,0.0023767097766194123
2024-11-25,512690.XSHG,0.622,2024-11-26,0.625,0.004823151125401992,0.00422034766881052
2024-11-25,512800.XSHG,0.684,2024-11-26,0.69,0.008771929824561209,0.00816675745614015
2024-11-25,600104.XSHG,19.4,2024-11-26,18.28,-0.057731958762886504,-0.058297234783505014
2024-11-25,601398.XSHG,5.83,2024-11-26,5.91,0.013722126929674117,0.01311398488850779
2024-11-26,000858.XSHE,138.36,2024-11-27,140.51,0.015539173171436715,0.014929941066059493
2024-11-26,512800.XSHG,0.69,2024-11-27,0.697,0.010144927536231974,0.009538931492753644
2024-11-26,600276.XSHG,48.5,2024-11-27,49.81,0.027010309278350464,0.026394195523711472
2024-11-26,601318.XSHG,51.56,2024-11-27,52.05,0.00950349107835513,0.008897879839022238
2024-11-26,601398.XSHG,5.91,2024-11-27,5.95,0.006768189509306355,0.006164219204737753
2024-11-27,512800.XSHG,0.697,2024-11-28,0.696,-0.0014347202295552641,-0.0020337695265422173
2024-11-27,600000.XSHG,9.15,2024-11-28,9.16,0.0010928961748633004,0.0004923305355191143
2024-11-27,600276.XSHG,49.81,2024-11-28,49.52,-0.005822124071471535,-0.006418541321019822
2024-11-27,600340.XSHG,2.86,2024-11-28,2.91,0.0174825174825175,0.016872119545454645
2024-11-27,601398.XSHG,5.95,2024-11-28,5.94,-0.001680672268907557,-0.0022795740168066736
2024-11-28,000858.XSHE,137.59,2024-11-29,140.24,0.01926012064830296,0.018648656309325107
2024-11-28,512800.XSHG,0.696,2024-11-29,0.697,0.001436781609195359,0.0008360096695403385
2024-11-28,600000.XSHG,9.16,2024-11-29,9.18,0.0021834061135370675,0.0015821862663754072
