timestamp,symbol,strategy,open,high,low,close,volume
2026-01-22T18:25:00+00:00,BTC/USD,window360_strategy,89463.284,89463.284,89463.284,89463.284,0
2026-01-22T18:26:00+00:00,BTC/USD,window360_strategy,89464.995,89464.995,89464.995,89464.995,0
2026-01-22T18:27:00+00:00,BTC/USD,window360_strategy,89513.05,89513.05,89513.05,89513.05,0
2026-01-22T18:28:00+00:00,BTC/USD,window360_strategy,89508.5785,89508.5785,89508.5785,89508.5785,0
2026-01-22T18:29:00+00:00,BTC/USD,window360_strategy,89534.617,89534.617,89534.617,89534.617,0
2026-01-22T18:30:00+00:00,BTC/USD,window360_strategy,89615.12,89615.12,89615.12,89615.12,0
2026-01-22T18:31:00+00:00,BTC/USD,window360_strategy,89618.95,89618.95,89618.95,89618.95,0
2026-01-22T18:32:00+00:00,BTC/USD,window360_strategy,89633.275,89633.275,89633.275,89633.275,0
2026-01-22T18:33:00+00:00,BTC/USD,window360_strategy,89640.0565,89640.0565,89640.0565,89640.0565,0
2026-01-22T18:34:00+00:00,BTC/USD,window360_strategy,89641.895,89641.895,89641.895,89641.895,0
2026-01-22T18:35:00+00:00,BTC/USD,window360_strategy,89546.285,89546.285,89546.285,89546.285,0
2026-01-22T18:36:00+00:00,BTC/USD,window360_strategy,89576.01,89576.01,89576.01,89576.01,0
2026-01-22T18:37:00+00:00,BTC/USD,window360_strategy,89535.263,89535.263,89535.263,89535.263,0
2026-01-22T18:38:00+00:00,BTC/USD,window360_strategy,89565.24,89565.24,89565.24,89565.24,0
2026-01-22T18:39:00+00:00,BTC/USD,window360_strategy,89639.8,89639.8,89639.8,89639.8,0
2026-01-22T18:40:00+00:00,BTC/USD,window360_strategy,89631.565,89631.565,89631.565,89631.565,0
2026-01-22T18:41:00+00:00,BTC/USD,window360_strategy,89640.31,89640.31,89640.31,89640.31,0
2026-01-22T18:42:00+00:00,BTC/USD,window360_strategy,89672.525,89672.525,89672.525,89672.525,0
2026-01-22T18:43:00+00:00,BTC/USD,window360_strategy,89613.69,89613.69,89613.69,89613.69,0
2026-01-22T18:44:00+00:00,BTC/USD,window360_strategy,89578.495,89578.495,89578.495,89578.495,0
2026-01-22T18:45:00+00:00,BTC/USD,window360_strategy,89593.8425,89593.8425,89593.8425,89593.8425,0
2026-01-22T18:46:00+00:00,BTC/USD,window360_strategy,89584.37,89584.37,89584.37,89584.37,0
2026-01-22T18:47:00+00:00,BTC/USD,window360_strategy,89485.9275,89485.9275,89485.9275,89485.9275,0
2026-01-22T18:48:00+00:00,BTC/USD,window360_strategy,89473.834,89473.834,89473.834,89473.834,0
2026-01-22T18:49:00+00:00,BTC/USD,window360_strategy,89513.96,89513.96,89513.96,89513.96,0
2026-01-22T18:50:00+00:00,BTC/USD,window360_strategy,89381.504,89381.504,89381.504,89381.504,0
2026-01-22T18:51:00+00:00,BTC/USD,window360_strategy,89327.8525,89327.8525,89327.8525,89327.8525,0
2026-01-22T18:52:00+00:00,BTC/USD,window360_strategy,89342.517,89342.517,89342.517,89342.517,0
2026-01-22T18:53:00+00:00,BTC/USD,window360_strategy,89265.966,89265.966,89265.966,89265.966,0
2026-01-22T18:54:00+00:00,BTC/USD,window360_strategy,89314.75,89314.75,89314.75,89314.75,0
2026-01-22T18:55:00+00:00,BTC/USD,window360_strategy,89282.844,89282.844,89282.844,89282.844,0
2026-01-22T18:56:00+00:00,BTC/USD,window360_strategy,89263.2,89263.2,89263.2,89263.2,0
2026-01-22T18:57:00+00:00,BTC/USD,window360_strategy,89232.0575,89232.0575,89232.0575,89232.0575,0
2026-01-22T18:58:00+00:00,BTC/USD,window360_strategy,89212.352,89212.352,89212.352,89212.352,0
2026-01-22T18:59:00+00:00,BTC/USD,window360_strategy,89239.2855,89239.2855,89239.2855,89239.2855,0
2026-01-22T19:00:00+00:00,BTC/USD,window360_strategy,89187.992,89187.992,89187.992,89187.992,0
2026-01-22T19:01:00+00:00,BTC/USD,window360_strategy,89057.255,89057.255,89057.255,89057.255,0
2026-01-22T19:02:00+00:00,BTC/USD,window360_strategy,89108.962,89108.962,89108.962,89108.962,0
2026-01-22T19:03:00+00:00,BTC/USD,window360_strategy,89066.523,89066.523,89066.523,89066.523,0
2026-01-22T19:04:00+00:00,BTC/USD,window360_strategy,89107.068,89107.068,89107.068,89107.068,0
2026-01-22T19:05:00+00:00,BTC/USD,window360_strategy,89250.8235,89250.8235,89250.8235,89250.8235,0
2026-01-22T19:06:00+00:00,BTC/USD,window360_strategy,89227.7535,89227.7535,89227.7535,89227.7535,0
2026-01-22T19:07:00+00:00,BTC/USD,window360_strategy,89189.415,89189.415,89189.415,89189.415,0
2026-01-22T19:08:00+00:00,BTC/USD,window360_strategy,89213.65,89213.65,89213.65,89213.65,0
2026-01-22T19:09:00+00:00,BTC/USD,window360_strategy,89325.08,89325.08,89325.08,89325.08,0
2026-01-22T19:10:00+00:00,BTC/USD,window360_strategy,89319.155,89319.155,89319.155,89319.155,0
2026-01-22T19:11:00+00:00,BTC/USD,window360_strategy,89360.721,89360.721,89360.721,89360.721,0
2026-01-22T19:12:00+00:00,BTC/USD,window360_strategy,89327.682,89327.682,89327.682,89327.682,0
2026-01-22T19:13:00+00:00,BTC/USD,window360_strategy,89367.17,89367.17,89367.17,89367.17,0
2026-01-22T19:14:00+00:00,BTC/USD,window360_strategy,89314.796,89314.796,89314.796,89314.796,0
2026-01-22T19:15:00+00:00,BTC/USD,window360_strategy,89316.605,89316.605,89316.605,89316.605,0
2026-01-22T19:16:00+00:00,BTC/USD,window360_strategy,89302.25,89302.25,89302.25,89302.25,0
2026-01-22T19:17:00+00:00,BTC/USD,window360_strategy,89257.35,89257.35,89257.35,89257.35,0
2026-01-22T19:18:00+00:00,BTC/USD,window360_strategy,89239.8075,89239.8075,89239.8075,89239.8075,0
2026-01-22T19:19:00+00:00,BTC/USD,window360_strategy,89334.635,89334.635,89334.635,89334.635,0
2026-01-22T19:20:00+00:00,BTC/USD,window360_strategy,89313.108,89313.108,89313.108,89313.108,0
2026-01-22T19:21:00+00:00,BTC/USD,window360_strategy,89324.551,89324.551,89324.551,89324.551,0
2026-01-22T19:22:00+00:00,BTC/USD,window360_strategy,89283.465,89283.465,89283.465,89283.465,0
2026-01-22T19:23:00+00:00,BTC/USD,window360_strategy,89385.685,89385.685,89385.685,89385.685,0
2026-01-22T19:24:00+00:00,BTC/USD,window360_strategy,89466.0,89466.0,89466.0,89466.0,0
2026-01-22T19:25:00+00:00,BTC/USD,window360_strategy,89467.99,89467.99,89467.99,89467.99,0
2026-01-22T19:26:00+00:00,BTC/USD,window360_strategy,89411.155,89411.155,89411.155,89411.155,0
2026-01-22T19:27:00+00:00,BTC/USD,window360_strategy,89390.9415,89390.9415,89390.9415,89390.9415,0
2026-01-22T19:28:00+00:00,BTC/USD,window360_strategy,89399.24,89399.24,89399.24,89399.24,0
2026-01-22T19:29:00+00:00,BTC/USD,window360_strategy,89441.31,89441.31,89441.31,89441.31,0
2026-01-22T19:30:00+00:00,BTC/USD,window360_strategy,89427.0,89427.0,89427.0,89427.0,0
2026-01-22T19:31:00+00:00,BTC/USD,window360_strategy,89485.3425,89485.3425,89485.3425,89485.3425,0
2026-01-22T19:32:00+00:00,BTC/USD,window360_strategy,89521.89,89521.89,89521.89,89521.89,0
2026-01-22T19:33:00+00:00,BTC/USD,window360_strategy,89514.85,89514.85,89514.85,89514.85,0
2026-01-22T19:34:00+00:00,BTC/USD,window360_strategy,89570.605,89570.605,89570.605,89570.605,0
2026-01-22T19:35:00+00:00,BTC/USD,window360_strategy,89566.4575,89566.4575,89566.4575,89566.4575,0
2026-01-22T19:36:00+00:00,BTC/USD,window360_strategy,89579.745,89579.745,89579.745,89579.745,0
2026-01-22T19:37:00+00:00,BTC/USD,window360_strategy,89641.48,89641.48,89641.48,89641.48,0
2026-01-22T19:38:00+00:00,BTC/USD,window360_strategy,89736.385,89736.385,89736.385,89736.385,0
2026-01-22T19:39:00+00:00,BTC/USD,window360_strategy,89756.655,89756.655,89756.655,89756.655,0
2026-01-22T19:40:00+00:00,BTC/USD,window360_strategy,89758.64,89758.64,89758.64,89758.64,0
2026-01-22T19:41:00+00:00,BTC/USD,window360_strategy,89781.8215,89781.8215,89781.8215,89781.8215,0
2026-01-22T19:42:00+00:00,BTC/USD,window360_strategy,89720.9205,89720.9205,89720.9205,89720.9205,0
2026-01-22T19:43:00+00:00,BTC/USD,window360_strategy,89710.9525,89710.9525,89710.9525,89710.9525,0
2026-01-22T19:44:00+00:00,BTC/USD,window360_strategy,89749.586,89749.586,89749.586,89749.586,0
2026-01-22T19:45:00+00:00,BTC/USD,window360_strategy,89728.6525,89728.6525,89728.6525,89728.6525,0
2026-01-22T19:46:00+00:00,BTC/USD,window360_strategy,89794.1705,89794.1705,89794.1705,89794.1705,0
2026-01-22T19:47:00+00:00,BTC/USD,window360_strategy,89648.04,89648.04,89648.04,89648.04,0
2026-01-22T19:48:00+00:00,BTC/USD,window360_strategy,89539.1,89539.1,89539.1,89539.1,0
2026-01-22T19:49:00+00:00,BTC/USD,window360_strategy,89554.2215,89554.2215,89554.2215,89554.2215,0
2026-01-22T19:50:00+00:00,BTC/USD,window360_strategy,89623.22,89623.22,89623.22,89623.22,0
2026-01-22T19:51:00+00:00,BTC/USD,window360_strategy,89688.168,89688.168,89688.168,89688.168,0
2026-01-22T19:52:00+00:00,BTC/USD,window360_strategy,89727.9195,89727.9195,89727.9195,89727.9195,0
2026-01-22T19:53:00+00:00,BTC/USD,window360_strategy,89733.605,89733.605,89733.605,89733.605,0
2026-01-22T19:54:00+00:00,BTC/USD,window360_strategy,89774.8895,89774.8895,89774.8895,89774.8895,0
2026-01-22T19:55:00+00:00,BTC/USD,window360_strategy,89790.35,89790.35,89790.35,89790.35,0
2026-01-22T19:56:00+00:00,BTC/USD,window360_strategy,89710.125,89710.125,89710.125,89710.125,0
2026-01-22T19:57:00+00:00,BTC/USD,window360_strategy,89698.855,89698.855,89698.855,89698.855,0
2026-01-22T19:58:00+00:00,BTC/USD,window360_strategy,89718.24,89718.24,89718.24,89718.24,0
2026-01-22T19:59:00+00:00,BTC/USD,window360_strategy,89700.18,89700.18,89700.18,89700.18,0
2026-01-22T20:00:00+00:00,BTC/USD,window360_strategy,89648.4615,89648.4615,89648.4615,89648.4615,0
2026-01-22T20:01:00+00:00,BTC/USD,window360_strategy,89695.771,89695.771,89695.771,89695.771,0
2026-01-22T20:02:00+00:00,BTC/USD,window360_strategy,89702.666,89702.666,89702.666,89702.666,0
2026-01-22T20:03:00+00:00,BTC/USD,window360_strategy,89715.838,89715.838,89715.838,89715.838,0
2026-01-22T20:04:00+00:00,BTC/USD,window360_strategy,89709.0235,89709.0235,89709.0235,89709.0235,0
2026-01-22T20:05:00+00:00,BTC/USD,window360_strategy,89734.2735,89734.2735,89734.2735,89734.2735,0
2026-01-22T20:06:00+00:00,BTC/USD,window360_strategy,89647.27,89647.27,89647.27,89647.27,0
2026-01-22T20:07:00+00:00,BTC/USD,window360_strategy,89699.92,89699.92,89699.92,89699.92,0
2026-01-22T20:08:00+00:00,BTC/USD,window360_strategy,89713.141,89713.141,89713.141,89713.141,0
2026-01-22T20:09:00+00:00,BTC/USD,window360_strategy,89779.6335,89779.6335,89779.6335,89779.6335,0
2026-01-22T20:10:00+00:00,BTC/USD,window360_strategy,89746.957,89746.957,89746.957,89746.957,0
2026-01-22T20:11:00+00:00,BTC/USD,window360_strategy,89757.6125,89757.6125,89757.6125,89757.6125,0
2026-01-22T20:12:00+00:00,BTC/USD,window360_strategy,89818.49,89818.49,89818.49,89818.49,0
2026-01-22T20:13:00+00:00,BTC/USD,window360_strategy,89754.415,89754.415,89754.415,89754.415,0
2026-01-22T20:14:00+00:00,BTC/USD,window360_strategy,89849.0555,89849.0555,89849.0555,89849.0555,0
2026-01-22T20:15:00+00:00,BTC/USD,window360_strategy,89800.1125,89800.1125,89800.1125,89800.1125,0
2026-01-22T20:16:00+00:00,BTC/USD,window360_strategy,89837.119,89837.119,89837.119,89837.119,0
2026-01-22T20:17:00+00:00,BTC/USD,window360_strategy,89794.9135,89794.9135,89794.9135,89794.9135,0
2026-01-22T20:18:00+00:00,BTC/USD,window360_strategy,89767.735,89767.735,89767.735,89767.735,0
2026-01-22T20:19:00+00:00,BTC/USD,window360_strategy,89771.4905,89771.4905,89771.4905,89771.4905,0
2026-01-22T20:20:00+00:00,BTC/USD,window360_strategy,89811.28,89811.28,89811.28,89811.28,0
2026-01-22T20:21:00+00:00,BTC/USD,window360_strategy,89722.195,89722.195,89722.195,89722.195,0
2026-01-22T20:22:00+00:00,BTC/USD,window360_strategy,89663.15,89663.15,89663.15,89663.15,0
2026-01-22T20:23:00+00:00,BTC/USD,window360_strategy,89628.145,89628.145,89628.145,89628.145,0
2026-01-22T20:24:00+00:00,BTC/USD,window360_strategy,89598.6585,89598.6585,89598.6585,89598.6585,0
2026-01-22T20:25:00+00:00,BTC/USD,window360_strategy,89556.6765,89556.6765,89556.6765,89556.6765,0
2026-01-22T20:26:00+00:00,BTC/USD,window360_strategy,89548.303,89548.303,89548.303,89548.303,0
2026-01-22T20:27:00+00:00,BTC/USD,window360_strategy,89487.989,89487.989,89487.989,89487.989,0
2026-01-22T20:28:00+00:00,BTC/USD,window360_strategy,89473.2045,89473.2045,89473.2045,89473.2045,0
2026-01-22T20:29:00+00:00,BTC/USD,window360_strategy,89465.205,89465.205,89465.205,89465.205,0
2026-01-22T20:30:00+00:00,BTC/USD,window360_strategy,89413.241,89413.241,89413.241,89413.241,0
2026-01-22T20:31:00+00:00,BTC/USD,window360_strategy,89528.6,89528.6,89528.6,89528.6,0
2026-01-22T20:32:00+00:00,BTC/USD,window360_strategy,89571.8475,89571.8475,89571.8475,89571.8475,0
2026-01-22T20:33:00+00:00,BTC/USD,window360_strategy,89538.415,89538.415,89538.415,89538.415,0
2026-01-22T20:34:00+00:00,BTC/USD,window360_strategy,89547.477,89547.477,89547.477,89547.477,0
2026-01-22T20:35:00+00:00,BTC/USD,window360_strategy,89545.75,89545.75,89545.75,89545.75,0
2026-01-22T20:36:00+00:00,BTC/USD,window360_strategy,89536.38,89536.38,89536.38,89536.38,0
2026-01-22T20:37:00+00:00,BTC/USD,window360_strategy,89402.4025,89402.4025,89402.4025,89402.4025,0
2026-01-22T20:38:00+00:00,BTC/USD,window360_strategy,89466.2125,89466.2125,89466.2125,89466.2125,0
2026-01-22T20:39:00+00:00,BTC/USD,window360_strategy,89496.1305,89496.1305,89496.1305,89496.1305,0
2026-01-22T20:40:00+00:00,BTC/USD,window360_strategy,89378.2155,89378.2155,89378.2155,89378.2155,0
2026-01-22T20:41:00+00:00,BTC/USD,window360_strategy,89393.27,89393.27,89393.27,89393.27,0
2026-01-22T20:42:00+00:00,BTC/USD,window360_strategy,89368.56,89368.56,89368.56,89368.56,0
2026-01-22T20:43:00+00:00,BTC/USD,window360_strategy,89390.024,89390.024,89390.024,89390.024,0
2026-01-22T20:44:00+00:00,BTC/USD,window360_strategy,89410.2505,89410.2505,89410.2505,89410.2505,0
2026-01-22T20:45:00+00:00,BTC/USD,window360_strategy,89423.075,89423.075,89423.075,89423.075,0
2026-01-22T20:46:00+00:00,BTC/USD,window360_strategy,89406.1575,89406.1575,89406.1575,89406.1575,0
2026-01-22T20:47:00+00:00,BTC/USD,window360_strategy,89412.2605,89412.2605,89412.2605,89412.2605,0
2026-01-22T20:48:00+00:00,BTC/USD,window360_strategy,89399.72,89399.72,89399.72,89399.72,0
2026-01-22T20:49:00+00:00,BTC/USD,window360_strategy,89446.07,89446.07,89446.07,89446.07,0
2026-01-22T20:50:00+00:00,BTC/USD,window360_strategy,89403.017,89403.017,89403.017,89403.017,0
2026-01-22T20:51:00+00:00,BTC/USD,window360_strategy,89381.3,89381.3,89381.3,89381.3,0
2026-01-22T20:52:00+00:00,BTC/USD,window360_strategy,89379.399,89379.399,89379.399,89379.399,0
2026-01-22T20:53:00+00:00,BTC/USD,window360_strategy,89388.799,89388.799,89388.799,89388.799,0
2026-01-22T20:54:00+00:00,BTC/USD,window360_strategy,89347.7485,89347.7485,89347.7485,89347.7485,0
2026-01-22T20:55:00+00:00,BTC/USD,window360_strategy,89343.106,89343.106,89343.106,89343.106,0
2026-01-22T20:56:00+00:00,BTC/USD,window360_strategy,89333.875,89333.875,89333.875,89333.875,0
2026-01-22T20:57:00+00:00,BTC/USD,window360_strategy,89408.95,89408.95,89408.95,89408.95,0
2026-01-22T20:58:00+00:00,BTC/USD,window360_strategy,89363.02,89363.02,89363.02,89363.02,0
2026-01-22T20:59:00+00:00,BTC/USD,window360_strategy,89313.362,89313.362,89313.362,89313.362,0
2026-01-22T21:00:00+00:00,BTC/USD,window360_strategy,89508.845,89508.845,89508.845,89508.845,0
2026-01-22T21:01:00+00:00,BTC/USD,window360_strategy,89458.5,89458.5,89458.5,89458.5,0
2026-01-22T21:02:00+00:00,BTC/USD,window360_strategy,89439.15,89439.15,89439.15,89439.15,0
2026-01-22T21:03:00+00:00,BTC/USD,window360_strategy,89389.936,89389.936,89389.936,89389.936,0
2026-01-22T21:04:00+00:00,BTC/USD,window360_strategy,89283.3715,89283.3715,89283.3715,89283.3715,0
2026-01-22T21:05:00+00:00,BTC/USD,window360_strategy,89344.5125,89344.5125,89344.5125,89344.5125,0
2026-01-22T21:06:00+00:00,BTC/USD,window360_strategy,89318.808,89318.808,89318.808,89318.808,0
2026-01-22T21:07:00+00:00,BTC/USD,window360_strategy,89405.25,89405.25,89405.25,89405.25,0
2026-01-22T21:08:00+00:00,BTC/USD,window360_strategy,89453.7,89453.7,89453.7,89453.7,0
2026-01-22T21:09:00+00:00,BTC/USD,window360_strategy,89489.1875,89489.1875,89489.1875,89489.1875,0
2026-01-22T21:10:00+00:00,BTC/USD,window360_strategy,89525.425,89525.425,89525.425,89525.425,0
2026-01-22T21:11:00+00:00,BTC/USD,window360_strategy,89498.31,89498.31,89498.31,89498.31,0
2026-01-22T21:12:00+00:00,BTC/USD,window360_strategy,89461.95,89461.95,89461.95,89461.95,0
2026-01-22T21:13:00+00:00,BTC/USD,window360_strategy,89453.9235,89453.9235,89453.9235,89453.9235,0
2026-01-22T21:14:00+00:00,BTC/USD,window360_strategy,89440.5405,89440.5405,89440.5405,89440.5405,0
2026-01-22T21:15:00+00:00,BTC/USD,window360_strategy,89432.7655,89432.7655,89432.7655,89432.7655,0
