timestamp,equity,cash,exposure,strategy
2026-01-24T02:23:43.946935+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:23:54.125759+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:24:04.401525+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:24:14.572406+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:24:24.782783+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:24:34.992281+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:24:45.204413+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:24:55.404210+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:25:05.599171+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:25:15.790253+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:25:25.987502+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:25:36.263081+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:25:46.474943+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:25:56.667798+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:26:06.888800+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:26:17.068620+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:26:27.398512+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:26:37.577212+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:26:47.801908+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:26:57.970396+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:27:08.241517+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:27:18.429681+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:27:28.694324+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:27:38.887648+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:27:49.180118+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:27:59.361594+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:28:09.644052+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:28:19.856285+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:28:30.127926+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:28:40.329291+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:28:50.513936+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:29:00.709413+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:29:10.971829+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:29:21.163861+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:29:31.355400+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:29:41.545633+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:29:51.849523+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:30:02.268096+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:30:12.673869+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:30:22.881013+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:30:33.065838+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:30:43.369044+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:30:53.553496+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:31:03.748759+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:31:13.951368+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:31:24.167826+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:31:34.465156+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:31:44.677632+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:31:55.032981+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:32:05.230678+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:32:15.513541+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:32:25.838789+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:32:36.022054+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:32:46.247511+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:32:56.497494+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:33:06.752907+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:33:16.947929+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:33:27.135002+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:33:37.325880+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:33:47.582881+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:33:57.789756+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:34:07.986837+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:34:18.159308+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:34:28.342397+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:34:38.617568+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:34:48.912888+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:34:59.096905+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:35:09.279958+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:35:19.501233+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:35:29.812980+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:35:39.996774+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:35:50.225821+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:36:00.436566+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:36:10.626504+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:36:20.847533+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:36:31.037701+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:36:41.290118+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:36:51.493183+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:37:01.739340+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:37:11.915028+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:37:22.186820+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:37:32.396463+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:37:42.645015+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:37:52.962115+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:38:03.163795+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:38:13.347239+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:38:23.534481+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:38:33.734640+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:38:44.121652+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:38:54.303037+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:39:04.555620+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:39:14.747686+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:39:24.993655+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:39:35.431140+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:39:45.669090+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:39:55.875765+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:40:06.165099+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:40:16.390229+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:40:26.573648+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:40:36.762002+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:40:46.980310+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:40:57.167529+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:41:07.363027+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:41:17.595870+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:41:27.783315+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:41:38.045542+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:41:48.243912+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:41:58.521841+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:42:08.728294+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:42:18.960780+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:42:29.155199+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:42:39.389077+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:42:49.599339+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:42:59.870196+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:43:10.168383+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:43:20.350406+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:43:30.661772+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:43:40.927978+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:43:51.215026+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:44:01.406770+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:44:11.589227+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:44:21.778432+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:44:31.999843+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:44:42.201864+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:44:53.037660+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:45:03.230867+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:45:13.440035+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:45:23.632796+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:45:36.785029+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:45:47.002068+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:45:57.203235+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:46:07.426270+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:46:17.718840+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:57:23.326444+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:57:34.978831+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:57:45.592418+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:57:55.861753+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:58:06.785668+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:58:17.082852+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:58:27.413767+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:58:37.649611+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:58:48.011123+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:58:58.265938+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:59:08.686620+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:59:18.990835+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:59:30.736440+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:59:41.940029+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T02:59:52.203142+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:00:02.465830+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:00:12.759118+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:00:23.215345+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:00:33.951960+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:00:44.309207+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:00:54.536600+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:01:05.126035+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:01:16.932933+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:01:27.172526+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:01:37.455820+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:01:47.790599+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:01:58.012419+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:02:08.278166+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:02:18.637236+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:02:28.838425+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:02:39.096888+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:02:49.355312+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:02:59.632740+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:03:09.985013+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:03:20.387123+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:03:30.779654+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:03:41.007935+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:03:51.919863+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:04:03.251776+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:04:13.550981+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:04:24.801286+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:04:36.734972+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:04:47.212296+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:04:57.502636+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:05:07.798133+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:05:18.101819+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:05:28.483969+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:05:38.754746+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:05:49.050527+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:05:59.274113+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:06:09.778214+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:06:20.121445+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:06:30.603396+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:06:40.801802+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:06:51.010876+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:07:01.224319+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:07:11.454325+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:07:21.636803+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:07:32.006370+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:07:42.382892+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:07:52.570292+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:08:02.882948+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:08:13.094565+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:08:23.331320+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:08:33.529222+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:08:43.746272+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:08:54.045079+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:09:04.310140+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:09:14.746324+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:09:24.959568+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:09:35.237529+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:09:45.479031+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:09:55.748338+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:10:06.084960+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:10:16.285253+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:10:26.500991+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:10:36.723205+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:10:46.955184+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:10:57.172532+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:11:07.385268+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:11:17.600209+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:11:27.903982+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:11:38.142878+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:11:48.344393+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:11:58.543760+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:12:08.819902+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:12:19.036100+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:12:29.401770+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:12:39.659547+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:12:49.906838+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:13:00.121868+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:13:10.667324+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:13:20.984826+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:13:31.275279+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:13:41.638998+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:13:51.839889+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:14:02.058843+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:14:12.250254+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:14:22.563758+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:14:32.798375+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:14:43.014931+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:14:53.233390+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:15:03.438823+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:15:13.635249+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:15:23.885885+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:15:34.158346+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:15:44.375170+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:15:55.072074+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:16:06.090074+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:16:16.528957+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:16:28.367404+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:16:38.669090+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:16:48.922396+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:16:59.264048+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:17:09.501930+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:17:19.742524+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:17:30.999522+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:17:41.368024+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:17:51.674837+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:18:01.916772+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:18:12.151274+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:18:22.409398+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:18:32.737291+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:18:43.079615+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:18:53.404392+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:19:03.657498+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:19:13.944206+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:19:24.180507+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:19:34.451778+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:19:44.694778+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:19:54.942096+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:20:05.178173+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:20:15.363983+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:20:25.622947+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:20:35.921801+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:20:46.247491+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:20:56.702395+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:21:07.047325+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:21:17.375012+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:21:27.781351+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:21:38.042129+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:21:48.323739+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:21:58.580608+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:22:08.848366+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:22:19.082852+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:22:29.753649+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:22:40.057423+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:22:50.483218+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:23:00.764460+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:23:11.039733+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:23:21.353473+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:23:31.894118+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:23:42.212471+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:23:52.472145+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:24:02.847084+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:24:13.072556+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:24:23.520549+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:24:33.778314+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:24:44.125878+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:24:54.347301+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:25:04.679023+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:25:14.888331+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:25:25.098933+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:25:35.360627+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:25:45.816410+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:25:56.138646+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:26:06.445994+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:26:16.702599+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:26:26.924454+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:26:37.210005+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:26:47.508698+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:26:57.689413+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:27:07.961041+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:27:18.171566+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:27:28.352480+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:27:38.802854+00:00,100000.0,100000.0,0.0,window360_strategy
2026-01-24T03:27:49.040258+00:00,100000.0,100000.0,0.0,window360_strategy
