Model,Segment,Annualized Gross Return,Sharpe,Max Drawdown,MAR Ratio,Win Rate (Monthly),Num Periods
strategy,train,20.148780393903838,3.914840149535983,-0.4439265816773429,45.38764116753991,0.7647058823529411,12298
strategy,test,27.51289003740784,4.208812820715087,-0.3645955100769558,75.46140661907945,0.6666666666666666,5271
strategy,full,22.13206035165995,4.0039680154951105,-0.4439265816773429,49.855226663912845,0.72,17569
buyhold,train,0.3314084001666979,0.7957560633754145,-0.5887468030690552,0.5629047978504715,0.5882352941176471,12298
buyhold,test,-0.4145430563872037,0.035453177822269887,-0.5550189720593302,-0.7468988940127439,0.3333333333333333,5271
buyhold,full,0.0405436431918782,0.5633328321081877,-0.6743246654885127,0.06012481118795568,0.52,17569
