model,segment,total_return,annual_return,sharpe,max_drawdown,mar,monthly_win_rate,avg_turnover
strategy,train,3.0674416772597777,6.843169150154871,9.853356522373728,0.05481036228313263,124.851740895367,1.0,0.01793568663432183
strategy,test,1.6657590831991276,1.457616645400508,4.488013271912598,0.15628942729172335,9.326393158251078,0.8,0.016041709602075026
strategy,overall,9.842819596537963,2.8396944032558094,6.587994425859109,0.15628942729172246,18.1694593963504,0.9130434782608695,0.016769955776708128
buy_hold,train,0.6536677046255106,1.0925933571400792,1.7668621630502066,0.24682743583188904,4.42654745189765,0.6666666666666666,0.0
buy_hold,test,0.6287098757870269,0.5641514347961059,1.1566403101700993,0.3429143765885849,1.6451670542613395,0.6666666666666666,0.0
buy_hold,overall,1.6933449217936918,0.7493742231261245,1.3892804830297458,0.3593792475883053,2.0851905839164826,0.6521739130434783,0.0
